# mission day, lat, long, alt, (pressure?), horizon alts (deg), azimuth (deg)
0.210, -78.7342, 164.577, 36.6916, 4.020, 28.49046, 295.42554
0.211, -78.7344, 164.569, 36.6907, 4.015, 28.47025, 295.30867
0.211, -78.7345, 164.562, 36.6950, 4.007, 28.45015, 295.19222
0.211, -78.7346, 164.557, 36.6979, 4.012, 28.43667, 295.11436
0.211, -78.7347, 164.554, 36.6999, 4.002, 28.42863, 295.06802
0.212, -78.7351, 164.540, 36.7106, 4.002, 28.38748, 294.83096
0.213, -78.7354, 164.527, 36.7139, 4.012, 28.35256, 294.63015
0.213, -78.7354, 164.526, 36.7143, 4.017, 28.34897, 294.60942
0.213, -78.7356, 164.519, 36.7170, 4.020, 28.32756, 294.48656
0.213, -78.7358, 164.510, 36.7224, 4.022, 28.30336, 294.34771
0.213, -78.7358, 164.510, 36.7225, 4.022, 28.30304, 294.34585
0.214, -78.7363, 164.487, 36.7470, 4.027, 28.24185, 293.99574
0.215, -78.7365, 164.478, 36.7529, 4.027, 28.21903, 293.86547
0.215, -78.7366, 164.470, 36.7579, 4.029, 28.19965, 293.75480
0.215, -78.7367, 164.467, 36.7595, 4.027, 28.19384, 293.72185
0.216, -78.7368, 164.461, 36.7635, 4.029, 28.17814, 293.63235
0.216, -78.7369, 164.453, 36.7651, 4.037, 28.15673, 293.51030
0.216, -78.7369, 164.451, 36.7623, 4.034, 28.14413, 293.43842
0.216, -78.7369, 164.448, 36.7600, 4.039, 28.13364, 293.37856
0.217, -78.7369, 164.437, 36.7499, 4.046, 28.11315, 293.26182
0.217, -78.7368, 164.432, 36.7463, 4.049, 28.09478, 293.15694
0.217, -78.7368, 164.432, 36.7462, 4.051, 28.09420, 293.15363
0.218, -78.7367, 164.419, 36.7380, 4.066, 28.05078, 292.90662
0.218, -78.7367, 164.417, 36.7370, 4.063, 28.04512, 292.87447
0.218, -78.7366, 164.411, 36.7341, 4.066, 28.02998, 292.78833
0.218, -78.7365, 164.402, 36.7303, 4.063, 28.00824, 292.66484
0.219, -78.7365, 164.397, 36.7282, 4.063, 27.99637, 292.59760
0.219, -78.7364, 164.394, 36.7269, 4.063, 27.98851, 292.55285
0.219, -78.7364, 164.385, 36.7219, 4.059, 27.96715, 292.43206
0.219, -78.7363, 164.383, 36.7205, 4.059, 27.96176, 292.40138
0.219, -78.7363, 164.377, 36.7164, 4.061, 27.94608, 292.31278
0.220, -78.7362, 164.368, 36.7107, 4.061, 27.92426, 292.18940
0.220, -78.7362, 164.363, 36.7045, 4.061, 27.91234, 292.12222
0.220, -78.7362, 164.360, 36.6993, 4.061, 27.90325, 292.07096
0.220, -78.7362, 164.352, 36.6879, 4.059, 27.88340, 291.95917
0.221, -78.7362, 164.344, 36.6754, 4.059, 27.86300, 291.84445
0.221, -78.7362, 164.343, 36.6745, 4.063, 27.86168, 291.83702
0.221, -78.7361, 164.335, 36.6614, 4.059, 27.84046, 291.71752
0.221, -78.7361, 164.327, 36.6568, 4.059, 27.82003, 291.60285
0.222, -78.7361, 164.324, 36.6553, 4.059, 27.81319, 291.56449
0.222, -78.7361, 164.318, 36.6524, 4.056, 27.79820, 291.48043
0.222, -78.7362, 164.311, 36.6557, 4.059, 27.77856, 291.37071
0.222, -78.7362, 164.305, 36.6582, 4.056, 27.76316, 291.28451
0.222, -78.7362, 164.303, 36.6593, 4.063, 27.75638, 291.24662
0.223, -78.7362, 164.294, 36.6614, 4.061, 27.73306, 291.11621
0.223, -78.7362, 164.291, 36.6619, 4.063, 27.72764, 291.08594
0.223, -78.7362, 164.285, 36.6628, 4.066, 27.71128, 290.99464
0.224, -78.7361, 164.277, 36.6621, 4.071, 27.69053, 290.87863
0.224, -78.7361, 164.272, 36.6617, 4.071, 27.67758, 290.80648
0.224, -78.7361, 164.270, 36.6616, 4.071, 27.67210, 290.77593
0.224, -78.7360, 164.262, 36.6618, 4.071, 27.64987, 290.65192
0.224, -78.7360, 164.260, 36.6618, 4.068, 27.64517, 290.62578
0.225, -78.7359, 164.254, 36.6622, 4.068, 27.62867, 290.53376
0.225, -78.7357, 164.245, 36.6655, 4.066, 27.60675, 290.41150
0.225, -78.7355, 164.239, 36.6677, 4.066, 27.59230, 290.33082
0.225, -78.7355, 164.236, 36.6681, 4.066, 27.58553, 290.29329
0.226, -78.7352, 164.226, 36.6685, 4.071, 27.56393, 290.17277
0.226, -78.7349, 164.219, 36.6669, 4.071, 27.54228, 290.05218
0.226, -78.7349, 164.219, 36.6668, 4.071, 27.54189, 290.04999
0.226, -78.7347, 164.213, 36.6635, 4.073, 27.52166, 289.93757
0.226, -78.7346, 164.210, 36.6614, 4.078, 27.50909, 289.86785
0.227, -78.7345, 164.207, 36.6599, 4.076, 27.50002, 289.81752
0.227, -78.7343, 164.201, 36.6562, 4.083, 27.47765, 289.69346
0.227, -78.7340, 164.195, 36.6525, 4.083, 27.45568, 289.57158
0.227, -78.7340, 164.195, 36.6524, 4.085, 27.45462, 289.56576
0.228, -78.7338, 164.189, 36.6488, 4.088, 27.43293, 289.44577
0.228, -78.7336, 164.184, 36.6454, 4.090, 27.41264, 289.33359
0.228, -78.7335, 164.182, 36.6446, 4.090, 27.40667, 289.30053
0.228, -78.7332, 164.173, 36.6447, 4.093, 27.39098, 289.21351
0.229, -78.7327, 164.161, 36.6449, 4.095, 27.37045, 289.09956
0.229, -78.7326, 164.160, 36.6449, 4.095, 27.36927, 289.09287
0.229, -78.7321, 164.149, 36.6451, 4.093, 27.34887, 288.97976
0.229, -78.7317, 164.138, 36.6453, 4.090, 27.32949, 288.87255
0.230, -78.7314, 164.133, 36.6443, 4.093, 27.32006, 288.82020
0.230, -78.7312, 164.129, 36.6408, 4.088, 27.30729, 288.74977
0.230, -78.7308, 164.121, 36.6349, 4.088, 27.28619, 288.63339
0.230, -78.7304, 164.113, 36.6293, 4.088, 27.26547, 288.51918
0.231, -78.7299, 164.104, 36.6232, 4.088, 27.24322, 288.39651
0.231, -78.7294, 164.095, 36.6171, 4.088, 27.22048, 288.27133
0.232, -78.7289, 164.087, 36.6113, 4.085, 27.19868, 288.15134
0.232, -78.7284, 164.080, 36.6070, 4.088, 27.17935, 288.04495
0.232, -78.7279, 164.072, 36.6021, 4.090, 27.15651, 287.91955
0.232, -78.7279, 164.071, 36.6019, 4.088, 27.15569, 287.91510
0.232, -78.7278, 164.069, 36.6018, 4.088, 27.14934, 287.88032
0.233, -78.7274, 164.064, 36.6019, 4.090, 27.13539, 287.80365
0.233, -78.7269, 164.056, 36.6019, 4.090, 27.11399, 287.68631
0.233, -78.7268, 164.054, 36.6023, 4.093, 27.11038, 287.66645
0.233, -78.7264, 164.048, 36.6046, 4.090, 27.09264, 287.56935
0.234, -78.7259, 164.039, 36.6074, 4.088, 27.07133, 287.45272
0.234, -78.7253, 164.030, 36.6102, 4.090, 27.04963, 287.33390
0.234, -78.7247, 164.021, 36.6128, 4.090, 27.02811, 287.21618
0.235, -78.7241, 164.011, 36.6143, 4.093, 27.00610, 287.09585
0.235, -78.7238, 164.007, 36.6148, 4.090, 26.99819, 287.05250
0.235, -78.7235, 164.002, 36.6152, 4.095, 26.98596, 286.98581
0.235, -78.7228, 163.992, 36.6138, 4.098, 26.96407, 286.86622
0.236, -78.7221, 163.983, 36.6121, 4.098, 26.94239, 286.74782
0.236, -78.7214, 163.973, 36.6095, 4.095, 26.92087, 286.63047
0.236, -78.7207, 163.963, 36.6078, 4.088, 26.89907, 286.51168
0.237, -78.7200, 163.953, 36.6079, 4.083, 26.87712, 286.39221
0.237, -78.7194, 163.944, 36.6085, 4.078, 26.85696, 286.28268
0.237, -78.7187, 163.935, 36.6099, 4.076, 26.83445, 286.16042
0.238, -78.7181, 163.925, 36.6095, 4.076, 26.81304, 286.04433
0.238, -78.7180, 163.924, 36.6092, 4.076, 26.80953, 286.02535
0.238, -78.7174, 163.915, 36.6076, 4.073, 26.79129, 285.92639
0.238, -78.7168, 163.905, 36.6038, 4.078, 26.76903, 285.80601
0.239, -78.7165, 163.901, 36.6018, 4.076, 26.75903, 285.75189
0.239, -78.7163, 163.896, 36.5997, 4.081, 26.74918, 285.69881
0.239, -78.7156, 163.886, 36.5986, 4.083, 26.72638, 285.57554
0.239, -78.7152, 163.878, 36.5992, 4.083, 26.70880, 285.48084
0.239, -78.7150, 163.876, 36.5994, 4.083, 26.70427, 285.45631
0.240, -78.7141, 163.861, 36.6099, 4.083, 26.68392, 285.34596
0.240, -78.7136, 163.853, 36.6162, 4.083, 26.66383, 285.23788
0.240, -78.7135, 163.852, 36.6176, 4.083, 26.65909, 285.21239
0.241, -78.7131, 163.845, 36.6233, 4.083, 26.64094, 285.11494
0.241, -78.7127, 163.837, 36.6302, 4.078, 26.61883, 284.99645
0.241, -78.7125, 163.834, 36.6327, 4.081, 26.61088, 284.95374
0.241, -78.7122, 163.829, 36.6369, 4.081, 26.59761, 284.88263
0.242, -78.7117, 163.820, 36.6381, 4.078, 26.57596, 284.76657
0.242, -78.7113, 163.813, 36.6385, 4.081, 26.56029, 284.68259
0.242, -78.7111, 163.811, 36.6386, 4.081, 26.55418, 284.64977
0.242, -78.7104, 163.800, 36.6344, 4.085, 26.53061, 284.52339
0.243, -78.7099, 163.791, 36.6301, 4.088, 26.51184, 284.42296
0.243, -78.7099, 163.790, 36.6297, 4.085, 26.50985, 284.41241
0.243, -78.7093, 163.780, 36.6263, 4.093, 26.48965, 284.30427
0.243, -78.7089, 163.773, 36.6239, 4.093, 26.47428, 284.22218
0.243, -78.7087, 163.770, 36.6229, 4.093, 26.46801, 284.18857
0.244, -78.7080, 163.759, 36.6226, 4.100, 26.44383, 284.05943
0.244, -78.7078, 163.756, 36.6226, 4.095, 26.43843, 284.03052
0.244, -78.7073, 163.748, 36.6229, 4.098, 26.42223, 283.94400
0.244, -78.7067, 163.738, 36.6246, 4.100, 26.40321, 283.84247
0.245, -78.7060, 163.728, 36.6264, 4.100, 26.38140, 283.72611
0.245, -78.7057, 163.723, 36.6267, 4.100, 26.37291, 283.68079
0.245, -78.7052, 163.716, 36.6270, 4.100, 26.35820, 283.60235
0.245, -78.7045, 163.705, 36.6270, 4.100, 26.33738, 283.49137
0.245, -78.7045, 163.705, 36.6267, 4.105, 26.33587, 283.48342
0.246, -78.7037, 163.694, 36.6228, 4.103, 26.31560, 283.37531
0.246, -78.7028, 163.682, 36.6182, 4.103, 26.29451, 283.26275
0.246, -78.7025, 163.678, 36.6161, 4.103, 26.28697, 283.22262
0.246, -78.7020, 163.670, 36.6119, 4.103, 26.27234, 283.14486
0.247, -78.7012, 163.660, 36.6063, 4.105, 26.25233, 283.03834
0.247, -78.7007, 163.653, 36.6027, 4.105, 26.23963, 282.97083
0.247, -78.6995, 163.638, 36.5952, 4.107, 26.21108, 282.81904
0.248, -78.6986, 163.627, 36.5913, 4.107, 26.18932, 282.70341
0.248, -78.6985, 163.626, 36.5912, 4.107, 26.18871, 282.70005
0.248, -78.6975, 163.613, 36.5882, 4.107, 26.16527, 282.57561
0.249, -78.6966, 163.602, 36.5869, 4.107, 26.14396, 282.46258
0.249, -78.6964, 163.599, 36.5866, 4.107, 26.13948, 282.43884
0.249, -78.6947, 163.578, 36.5844, 4.098, 26.10130, 282.23639
0.249, -78.6943, 163.573, 36.5839, 4.103, 26.09248, 282.18970
0.250, -78.6938, 163.568, 36.5829, 4.093, 26.08155, 282.13181
0.250, -78.6928, 163.555, 36.5810, 4.090, 26.05935, 282.01436
0.250, -78.6927, 163.554, 36.5808, 4.093, 26.05687, 282.00127
0.250, -78.6918, 163.542, 36.5770, 4.090, 26.03521, 281.88682
0.251, -78.6909, 163.531, 36.5732, 4.090, 26.01576, 281.78402
0.251, -78.6904, 163.525, 36.5715, 4.090, 26.00658, 281.73544
0.251, -78.6898, 163.517, 36.5699, 4.095, 25.99553, 281.67695
0.251, -78.6886, 163.502, 36.5679, 4.093, 25.97315, 281.55862
0.252, -78.6879, 163.494, 36.5704, 4.093, 25.95657, 281.47130
0.252, -78.6877, 163.491, 36.5712, 4.095, 25.95179, 281.44614
0.252, -78.6868, 163.480, 36.5746, 4.095, 25.92974, 281.33011
0.253, -78.6850, 163.458, 36.5814, 4.095, 25.88614, 281.10100
0.253, -78.6840, 163.445, 36.5871, 4.093, 25.86445, 280.98702
0.253, -78.6831, 163.433, 36.5926, 4.093, 25.84336, 280.87637
0.254, -78.6821, 163.420, 36.5979, 4.090, 25.82095, 280.75883
0.254, -78.6816, 163.415, 36.5982, 4.093, 25.81126, 280.70791
0.254, -78.6802, 163.396, 36.5988, 4.093, 25.77910, 280.53945
0.255, -78.6794, 163.385, 36.5962, 4.093, 25.76123, 280.44590
0.255, -78.6792, 163.383, 36.5956, 4.090, 25.75672, 280.42232
0.255, -78.6783, 163.371, 36.5933, 4.090, 25.73656, 280.31684
0.255, -78.6774, 163.358, 36.5929, 4.095, 25.71428, 280.20053
0.256, -78.6772, 163.356, 36.5928, 4.090, 25.71095, 280.18305
0.256, -78.6755, 163.334, 36.5949, 4.103, 25.67468, 279.99355
0.256, -78.6749, 163.326, 36.5961, 4.100, 25.66081, 279.92126
0.256, -78.6744, 163.321, 36.5967, 4.105, 25.65094, 279.86968
0.257, -78.6731, 163.307, 36.5975, 4.110, 25.62811, 279.75034
0.257, -78.6721, 163.297, 36.5981, 4.110, 25.61058, 279.65871
0.257, -78.6720, 163.295, 36.5983, 4.115, 25.60722, 279.64130
0.258, -78.6707, 163.281, 36.5990, 4.120, 25.58513, 279.52593
0.258, -78.6694, 163.267, 36.5995, 4.120, 25.56031, 279.39662
0.259, -78.6665, 163.238, 36.5978, 4.132, 25.50871, 279.12784
0.259, -78.6642, 163.216, 36.5931, 4.134, 25.46887, 278.92053
0.260, -78.6605, 163.177, 36.5695, 4.137, 25.40334, 278.58028
0.261, -78.6582, 163.151, 36.5556, 4.132, 25.36753, 278.39433
0.262, -78.6551, 163.118, 36.5377, 4.122, 25.32097, 278.15279
0.263, -78.6519, 163.083, 36.5187, 4.117, 25.27147, 277.89649
0.263, -78.6495, 163.055, 36.5199, 4.115, 25.22374, 277.65052
0.264, -78.6471, 163.027, 36.5277, 4.100, 25.17224, 277.38573
0.265, -78.6446, 162.998, 36.5369, 4.090, 25.12090, 277.12203
0.266, -78.6428, 162.974, 36.5444, 4.088, 25.08496, 276.93764
0.267, -78.6394, 162.931, 36.5498, 4.098, 25.02356, 276.62269
0.267, -78.6376, 162.908, 36.5521, 4.105, 24.99124, 276.45707
0.269, -78.6322, 162.837, 36.5590, 4.107, 24.89101, 275.94472
0.270, -78.6294, 162.802, 36.5625, 4.117, 24.84052, 275.68712
0.270, -78.6266, 162.766, 36.5661, 4.117, 24.78990, 275.42921
0.273, -78.6187, 162.657, 36.5651, 4.129, 24.63339, 274.63456
0.274, -78.6166, 162.621, 36.5583, 4.147, 24.58282, 274.37883
0.275, -78.6145, 162.584, 36.5551, 4.154, 24.53249, 274.12459
0.275, -78.6133, 162.562, 36.5540, 4.147, 24.49582, 273.93982
0.276, -78.6116, 162.530, 36.5489, 4.139, 24.44392, 273.67849
0.277, -78.6099, 162.497, 36.5179, 4.132, 24.39261, 273.42042
0.278, -78.6082, 162.466, 36.4959, 4.127, 24.34478, 273.17997
0.279, -78.6048, 162.399, 36.5043, 4.125, 24.24612, 272.68481
0.280, -78.6022, 162.339, 36.5183, 4.115, 24.16265, 272.26672
0.281, -78.6012, 162.316, 36.5238, 4.122, 24.12980, 272.10233
0.282, -78.5994, 162.275, 36.5333, 4.134, 24.07338, 271.82019
0.283, -78.5980, 162.240, 36.5424, 4.127, 24.02611, 271.58411
0.283, -78.5964, 162.201, 36.5512, 4.115, 23.97578, 271.33284
0.284, -78.5946, 162.157, 36.5484, 4.112, 23.92649, 271.08688
0.285, -78.5925, 162.107, 36.5360, 4.115, 23.87838, 270.84675
0.286, -78.5912, 162.078, 36.5341, 4.120, 23.82651, 270.58857
0.287, -78.5883, 162.006, 36.5568, 4.122, 23.74578, 270.18671
0.288, -78.5860, 161.950, 36.5596, 4.142, 23.67658, 269.84269
0.289, -78.5839, 161.901, 36.5530, 4.149, 23.62036, 269.56328
0.290, -78.5825, 161.869, 36.5527, 4.144, 23.58169, 269.37127
0.291, -78.5798, 161.808, 36.5361, 4.137, 23.50636, 268.99755
0.292, -78.5789, 161.788, 36.5216, 4.125, 23.47962, 268.86493
0.293, -78.5741, 161.684, 36.5143, 4.112, 23.36913, 268.31732
0.294, -78.5729, 161.658, 36.5252, 4.110, 23.33671, 268.15681
0.295, -78.5703, 161.608, 36.5515, 4.098, 23.27231, 267.83814
0.296, -78.5687, 161.580, 36.5637, 4.090, 23.23677, 267.66230
0.296, -78.5664, 161.541, 36.5704, 4.093, 23.18628, 267.41267
0.297, -78.5639, 161.503, 36.5735, 4.090, 23.13557, 267.16206
0.298, -78.5614, 161.463, 36.5933, 4.093, 23.08475, 266.91101
0.299, -78.5598, 161.438, 36.6062, 4.090, 23.04881, 266.73359
0.299, -78.5574, 161.399, 36.6124, 4.088, 22.99820, 266.48390
0.300, -78.5553, 161.360, 36.6058, 4.095, 22.94776, 266.23515
0.301, -78.5528, 161.311, 36.6062, 4.103, 22.89520, 265.97606
0.304, -78.5471, 161.180, 36.5998, 4.120, 22.74103, 265.21682
0.304, -78.5458, 161.144, 36.5783, 4.122, 22.69376, 264.98413
0.305, -78.5445, 161.103, 36.5555, 4.125, 22.64413, 264.73996
0.306, -78.5436, 161.073, 36.5412, 4.120, 22.60860, 264.56511
0.307, -78.5426, 161.032, 36.5390, 4.115, 22.55909, 264.32155
0.307, -78.5418, 160.991, 36.5390, 4.110, 22.50912, 264.07569
0.308, -78.5409, 160.951, 36.5339, 4.112, 22.45909, 263.82964
0.309, -78.5402, 160.921, 36.5343, 4.120, 22.42425, 263.65822
0.310, -78.5391, 160.879, 36.5419, 4.125, 22.37441, 263.41310
0.310, -78.5384, 160.851, 36.5488, 4.127, 22.33869, 263.23743
0.311, -78.5378, 160.829, 36.5542, 4.122, 22.28884, 262.99209
0.312, -78.5370, 160.792, 36.5461, 4.132, 22.23789, 262.74145
0.312, -78.5354, 160.722, 36.5294, 4.144, 22.20632, 262.58638
0.313, -78.5346, 160.682, 36.5260, 4.147, 22.15620, 262.33981
0.314, -78.5339, 160.644, 36.5272, 4.137, 22.10580, 262.09179
0.315, -78.5333, 160.605, 36.5178, 4.137, 22.05557, 261.84448
0.316, -78.5327, 160.566, 36.4955, 4.147, 22.00903, 261.61540
0.316, -78.5323, 160.527, 36.4869, 4.149, 21.95895, 261.36869
0.317, -78.5321, 160.501, 36.4912, 4.144, 21.92304, 261.19176
0.318, -78.5320, 160.457, 36.5000, 4.147, 21.87397, 260.94978
0.319, -78.5320, 160.407, 36.4863, 4.159, 21.82611, 260.71376
0.320, -78.5320, 160.358, 36.4804, 4.151, 21.76140, 260.39435
0.321, -78.5321, 160.316, 36.4854, 4.139, 21.71250, 260.15286
0.321, -78.5320, 160.278, 36.4724, 4.142, 21.66620, 259.92421
0.322, -78.5318, 160.251, 36.4620, 4.151, 21.63112, 259.75100
0.323, -78.5314, 160.211, 36.4653, 4.164, 21.58198, 259.50828
0.323, -78.5309, 160.171, 36.4887, 4.164, 21.53279, 259.26524
0.324, -78.5305, 160.131, 36.5009, 4.166, 21.48695, 259.03864
0.326, -78.5291, 160.037, 36.4569, 4.168, 21.37443, 258.48231
0.327, -78.5287, 160.011, 36.4554, 4.161, 21.34257, 258.32467
0.328, -78.5281, 159.970, 36.4544, 4.154, 21.29002, 258.06452
0.328, -78.5275, 159.931, 36.4468, 4.149, 21.24006, 257.81713
0.329, -78.5269, 159.895, 36.4453, 4.156, 21.21003, 257.66848
0.330, -78.5261, 159.851, 36.4553, 4.168, 21.16198, 257.43043
0.331, -78.5255, 159.812, 36.4700, 4.168, 21.09637, 257.10490
0.331, -78.5250, 159.773, 36.4781, 4.164, 21.06388, 256.94371
0.332, -78.5246, 159.736, 36.4705, 4.156, 21.01489, 256.70034
0.333, -78.5244, 159.708, 36.4562, 4.159, 20.98039, 256.52876
0.333, -78.5241, 159.680, 36.4412, 4.166, 20.94534, 256.35440
0.334, -78.5240, 159.642, 36.4438, 4.171, 20.89562, 256.10671
0.335, -78.5241, 159.603, 36.4576, 4.171, 20.84647, 255.86154
0.336, -78.5241, 159.564, 36.4662, 4.164, 20.79742, 255.61672
0.337, -78.5240, 159.527, 36.4662, 4.154, 20.74802, 255.36998
0.337, -78.5237, 159.494, 36.4662, 4.164, 20.71409, 255.20067
0.338, -78.5231, 159.451, 36.4662, 4.173, 20.65303, 254.89572
0.339, -78.5224, 159.417, 36.4662, 4.173, 20.61981, 254.73007
0.339, -78.5217, 159.375, 36.4662, 4.159, 20.57126, 254.48749
0.340, -78.5210, 159.342, 36.4662, 4.156, 20.52167, 254.23945
0.341, -78.5204, 159.318, 36.4662, 4.156, 20.48659, 254.06405
0.342, -78.5194, 159.282, 36.4662, 4.159, 20.43709, 253.81647
0.342, -78.5184, 159.248, 36.4662, 4.159, 20.38727, 253.56706
0.343, -78.5174, 159.214, 36.4662, 4.161, 20.33743, 253.31735
0.344, -78.5164, 159.177, 36.4662, 4.171, 20.28829, 253.07094
0.346, -78.5143, 159.102, 36.4658, 4.166, 20.20099, 252.63304
0.347, -78.5122, 159.048, 36.4482, 4.149, 20.12264, 252.23968
0.348, -78.5107, 159.015, 36.4313, 4.149, 20.07283, 251.98953
0.348, -78.5096, 158.991, 36.4307, 4.147, 20.03750, 251.81194
0.349, -78.5080, 158.957, 36.4466, 4.149, 19.98795, 251.56286
0.350, -78.5067, 158.923, 36.4685, 4.149, 19.93842, 251.31326
0.352, -78.5048, 158.853, 36.4828, 4.139, 19.84408, 250.83635
0.352, -78.5044, 158.826, 36.4815, 4.132, 19.81305, 250.67895
0.353, -78.5038, 158.783, 36.4789, 4.134, 19.76634, 250.44184
0.354, -78.5034, 158.744, 36.4785, 4.149, 19.71895, 250.20070
0.355, -78.5032, 158.705, 36.4932, 4.154, 19.66806, 249.94110
0.355, -78.5031, 158.669, 36.4990, 4.142, 19.61989, 249.69489
0.356, -78.5029, 158.633, 36.4869, 4.132, 19.57163, 249.44802
0.357, -78.5027, 158.597, 36.4737, 4.129, 19.52358, 249.20191
0.357, -78.5025, 158.575, 36.4625, 4.156, 19.49239, 249.04211
0.358, -78.5022, 158.539, 36.4756, 4.171, 19.44483, 248.79811
0.359, -78.5018, 158.503, 36.4986, 4.159, 19.40051, 248.57061
0.360, -78.5013, 158.467, 36.5003, 4.142, 19.35309, 248.32699
0.360, -78.5010, 158.441, 36.4937, 4.137, 19.31966, 248.15498
0.361, -78.5002, 158.396, 36.4422, 4.151, 19.25773, 247.83617
0.364, -78.4974, 158.270, 36.4333, 4.173, 19.10619, 247.05515
0.365, -78.4965, 158.232, 36.4272, 4.164, 19.06249, 246.82940
0.365, -78.4959, 158.206, 36.4230, 4.161, 19.03238, 246.67365
0.366, -78.4948, 158.163, 36.4196, 4.159, 18.98312, 246.41875
0.367, -78.4939, 158.124, 36.4178, 4.161, 18.93625, 246.17559
0.368, -78.4933, 158.085, 36.4108, 4.190, 18.88965, 245.93293
0.370, -78.4917, 157.999, 36.3954, 4.188, 18.78567, 245.39047
0.370, -78.4913, 157.971, 36.3905, 4.176, 18.75305, 245.21975
0.371, -78.4906, 157.933, 36.3835, 4.176, 18.70650, 244.97594
0.372, -78.4895, 157.871, 36.3725, 4.200, 18.63334, 244.59197
0.373, -78.4889, 157.823, 36.3988, 4.222, 18.59233, 244.37630
0.374, -78.4885, 157.791, 36.4089, 4.239, 18.56030, 244.20746
0.375, -78.4880, 157.751, 36.4081, 4.234, 18.51463, 243.96616
0.375, -78.4875, 157.712, 36.3805, 4.225, 18.47220, 243.74175
0.377, -78.4868, 157.632, 36.3095, 4.234, 18.38482, 243.27757
0.378, -78.4865, 157.580, 36.3116, 4.269, 18.32657, 242.96690
0.379, -78.4863, 157.551, 36.3202, 4.283, 18.29485, 242.79749
0.379, -78.4861, 157.512, 36.3405, 4.286, 18.25305, 242.57370
0.380, -78.4859, 157.459, 36.3057, 4.278, 18.19888, 242.28296
0.381, -78.4860, 157.425, 36.2798, 4.269, 18.16495, 242.10002
0.382, -78.4863, 157.366, 36.2594, 4.271, 18.10882, 241.79643
0.383, -78.4865, 157.321, 36.2438, 4.286, 18.06574, 241.56289
0.383, -78.4867, 157.289, 36.2327, 4.293, 18.03533, 241.39765
0.384, -78.4869, 157.243, 36.2169, 4.278, 17.99203, 241.16204
0.386, -78.4886, 157.162, 36.2166, 4.295, 17.91107, 240.71709
0.386, -78.4899, 157.124, 36.2166, 4.330, 17.87071, 240.49345
0.388, -78.4920, 157.072, 36.2166, 4.344, 17.81515, 240.18401
0.388, -78.4938, 157.032, 36.2166, 4.332, 17.77228, 239.94405
0.389, -78.4962, 156.979, 36.2166, 4.347, 17.71746, 239.63609
0.390, -78.4978, 156.938, 36.2166, 4.369, 17.67486, 239.39676
0.391, -78.4991, 156.897, 36.2166, 4.371, 17.63223, 239.15735
0.392, -78.5005, 156.855, 36.2166, 4.364, 17.59000, 238.91931
0.392, -78.5014, 156.826, 36.2166, 4.361, 17.55987, 238.74929
0.393, -78.5027, 156.787, 36.2166, 4.366, 17.52058, 238.52684
0.394, -78.5037, 156.749, 36.2166, 4.366, 17.47814, 238.28702
0.395, -78.5042, 156.714, 36.2166, 4.349, 17.43505, 238.04428
0.396, -78.5045, 156.679, 36.2166, 4.332, 17.39186, 237.80080
0.396, -78.5047, 156.656, 36.2166, 4.327, 17.36122, 237.62775
0.397, -78.5048, 156.624, 36.2166, 4.330, 17.32051, 237.39781
0.398, -78.5050, 156.592, 36.2166, 4.322, 17.27996, 237.16794
0.399, -78.5052, 156.559, 36.2166, 4.317, 17.23657, 236.92131
0.399, -78.5053, 156.536, 36.2166, 4.305, 17.20564, 236.74526
0.403, -78.5044, 156.357, 36.1742, 4.303, 16.97859, 235.44692
0.404, -78.5044, 156.353, 36.1734, 4.320, 16.97312, 235.41534
0.406, -78.5030, 156.251, 36.1542, 4.310, 16.83418, 234.61364
0.406, -78.5029, 156.247, 36.1549, 4.310, 16.82888, 234.58304
0.406, -78.5028, 156.241, 36.1560, 4.310, 16.82081, 234.53632
0.407, -78.5021, 156.201, 36.1637, 4.320, 16.76560, 234.21585
0.408, -78.5017, 156.179, 36.1678, 4.330, 16.73567, 234.04170
0.409, -78.5012, 156.147, 36.1737, 4.317, 16.69331, 233.79437
0.410, -78.4996, 156.116, 36.1747, 4.300, 16.65027, 233.54586
0.411, -78.4957, 156.053, 36.1415, 4.317, 16.56413, 233.04873
0.412, -78.4937, 156.022, 36.1457, 4.313, 16.52122, 232.80022
0.415, -78.4873, 155.919, 36.1960, 4.261, 16.39021, 232.03814
0.415, -78.4858, 155.895, 36.2076, 4.276, 16.36031, 231.86345
0.416, -78.4838, 155.861, 36.2238, 4.286, 16.31841, 231.61759
0.419, -78.4781, 155.743, 36.2331, 4.308, 16.17876, 230.78950
0.420, -78.4755, 155.676, 36.2060, 4.315, 16.10262, 230.33242
0.421, -78.4741, 155.640, 36.1916, 4.325, 16.06259, 230.09115
