1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100
1043609.1457234785, 711537.2964668988, 680544.2075586488, 658832.2266091692, 617751.9160790282, 524219.6031535108, 339877.75113928167, 159993.91615698405, 74272.16375155188, 56114.30641238238, 51548.02519372101, 48133.153508766445, 43753.42894870301, 37474.81702784502, 27204.867789823908, 15564.380028612617, 7730.631218168443, 5219.4348221776745, 4557.17899686704, 4203.506832221787, 3816.961263390984, 3328.6965537643287, 2629.0860337571226, 1759.4945100530351, 949.599076040439, 598.8051174728405, 456.1702754886789, 416.242617750075, 382.63673105478375, 337.0370656753932, 282.89895562192555, 214.6839863994285, 133.97511360014585, 75.6887851775625, 55.29345425582763, 40.39463570952222, 40.39452723230644, 37.49516653557706, 30.994581204970103, 27.99879155255744, 18.598483583800085, 10.598961477717943, 6.3987705376693835, 6.199479759496918, 4.49960498237836, 3.599225081081283, 3.4996734157263547, 2.9996830687853357, 2.199807867021048, 1.4997188349623995, 1.5996147831673397, .8999281317393993, .2999625970338544, .29996250942572944, .09999188945786229, .6999549305319825, 0, .49994794012102645, 0, 0, .09999162793097408, 0, .0999936913180198, 0, .09998799931033837, .09998253157199291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
