# mission day, lat, long, alt, (pressure?), topocentric ra, dec
0.210, -78.7342, 164.577, 36.6916, 4.020, 278.90817, -23.18317
0.211, -78.7344, 164.569, 36.6907, 4.015, 278.90853, -23.18316
0.211, -78.7345, 164.562, 36.6950, 4.007, 278.90889, -23.18314
0.211, -78.7346, 164.557, 36.6979, 4.012, 278.90913, -23.18313
0.211, -78.7347, 164.554, 36.6999, 4.002, 278.90928, -23.18312
0.212, -78.7351, 164.540, 36.7106, 4.002, 278.91001, -23.18308
0.213, -78.7354, 164.527, 36.7139, 4.012, 278.91064, -23.18305
0.213, -78.7354, 164.526, 36.7143, 4.017, 278.91070, -23.18305
0.213, -78.7356, 164.519, 36.7170, 4.020, 278.91108, -23.18303
0.213, -78.7358, 164.510, 36.7224, 4.022, 278.91151, -23.18301
0.213, -78.7358, 164.510, 36.7225, 4.022, 278.91152, -23.18301
0.214, -78.7363, 164.487, 36.7470, 4.027, 278.91261, -23.18296
0.215, -78.7365, 164.478, 36.7529, 4.027, 278.91301, -23.18294
0.215, -78.7366, 164.470, 36.7579, 4.029, 278.91336, -23.18292
0.215, -78.7367, 164.467, 36.7595, 4.027, 278.91346, -23.18292
0.216, -78.7368, 164.461, 36.7635, 4.029, 278.91374, -23.18290
0.216, -78.7369, 164.453, 36.7651, 4.037, 278.91412, -23.18288
0.216, -78.7369, 164.451, 36.7623, 4.034, 278.91434, -23.18287
0.216, -78.7369, 164.448, 36.7600, 4.039, 278.91453, -23.18286
0.217, -78.7369, 164.437, 36.7499, 4.046, 278.91489, -23.18285
0.217, -78.7368, 164.432, 36.7463, 4.049, 278.91522, -23.18283
0.217, -78.7368, 164.432, 36.7462, 4.051, 278.91523, -23.18283
0.218, -78.7367, 164.419, 36.7380, 4.066, 278.91600, -23.18279
0.218, -78.7367, 164.417, 36.7370, 4.063, 278.91610, -23.18278
0.218, -78.7366, 164.411, 36.7341, 4.066, 278.91636, -23.18277
0.218, -78.7365, 164.402, 36.7303, 4.063, 278.91675, -23.18275
0.219, -78.7365, 164.397, 36.7282, 4.063, 278.91696, -23.18274
0.219, -78.7364, 164.394, 36.7269, 4.063, 278.91710, -23.18274
0.219, -78.7364, 164.385, 36.7219, 4.059, 278.91748, -23.18272
0.219, -78.7363, 164.383, 36.7205, 4.059, 278.91758, -23.18271
0.219, -78.7363, 164.377, 36.7164, 4.061, 278.91785, -23.18270
0.220, -78.7362, 164.368, 36.7107, 4.061, 278.91824, -23.18268
0.220, -78.7362, 164.363, 36.7045, 4.061, 278.91845, -23.18267
0.220, -78.7362, 164.360, 36.6993, 4.061, 278.91861, -23.18266
0.220, -78.7362, 164.352, 36.6879, 4.059, 278.91896, -23.18265
0.221, -78.7362, 164.344, 36.6754, 4.059, 278.91932, -23.18263
0.221, -78.7362, 164.343, 36.6745, 4.063, 278.91934, -23.18263
0.221, -78.7361, 164.335, 36.6614, 4.059, 278.91972, -23.18261
0.221, -78.7361, 164.327, 36.6568, 4.059, 278.92008, -23.18259
0.222, -78.7361, 164.324, 36.6553, 4.059, 278.92020, -23.18259
0.222, -78.7361, 164.318, 36.6524, 4.056, 278.92046, -23.18258
0.222, -78.7362, 164.311, 36.6557, 4.059, 278.92081, -23.18256
0.222, -78.7362, 164.305, 36.6582, 4.056, 278.92108, -23.18255
0.222, -78.7362, 164.303, 36.6593, 4.063, 278.92120, -23.18254
0.223, -78.7362, 164.294, 36.6614, 4.061, 278.92161, -23.18252
0.223, -78.7362, 164.291, 36.6619, 4.063, 278.92170, -23.18252
0.223, -78.7362, 164.285, 36.6628, 4.066, 278.92199, -23.18250
0.224, -78.7361, 164.277, 36.6621, 4.071, 278.92235, -23.18249
0.224, -78.7361, 164.272, 36.6617, 4.071, 278.92258, -23.18248
0.224, -78.7361, 164.270, 36.6616, 4.071, 278.92268, -23.18247
0.224, -78.7360, 164.262, 36.6618, 4.071, 278.92307, -23.18245
0.224, -78.7360, 164.260, 36.6618, 4.068, 278.92315, -23.18245
0.225, -78.7359, 164.254, 36.6622, 4.068, 278.92344, -23.18243
0.225, -78.7357, 164.245, 36.6655, 4.066, 278.92382, -23.18242
0.225, -78.7355, 164.239, 36.6677, 4.066, 278.92408, -23.18240
0.225, -78.7355, 164.236, 36.6681, 4.066, 278.92420, -23.18240
0.226, -78.7352, 164.226, 36.6685, 4.071, 278.92458, -23.18238
0.226, -78.7349, 164.219, 36.6669, 4.071, 278.92496, -23.18236
0.226, -78.7349, 164.219, 36.6668, 4.071, 278.92496, -23.18236
0.226, -78.7347, 164.213, 36.6635, 4.073, 278.92531, -23.18234
0.226, -78.7346, 164.210, 36.6614, 4.078, 278.92553, -23.18233
0.227, -78.7345, 164.207, 36.6599, 4.076, 278.92569, -23.18233
0.227, -78.7343, 164.201, 36.6562, 4.083, 278.92608, -23.18230
0.227, -78.7340, 164.195, 36.6525, 4.083, 278.92646, -23.18229
0.227, -78.7340, 164.195, 36.6524, 4.085, 278.92648, -23.18228
0.228, -78.7338, 164.189, 36.6488, 4.088, 278.92685, -23.18226
0.228, -78.7336, 164.184, 36.6454, 4.090, 278.92720, -23.18225
0.228, -78.7335, 164.182, 36.6446, 4.090, 278.92731, -23.18224
0.228, -78.7332, 164.173, 36.6447, 4.093, 278.92758, -23.18223
0.229, -78.7327, 164.161, 36.6449, 4.095, 278.92795, -23.18221
0.229, -78.7326, 164.160, 36.6449, 4.095, 278.92797, -23.18221
0.229, -78.7321, 164.149, 36.6451, 4.093, 278.92833, -23.18220
0.229, -78.7317, 164.138, 36.6453, 4.090, 278.92868, -23.18218
0.230, -78.7314, 164.133, 36.6443, 4.093, 278.92885, -23.18218
0.230, -78.7312, 164.129, 36.6408, 4.088, 278.92907, -23.18216
0.230, -78.7308, 164.121, 36.6349, 4.088, 278.92943, -23.18215
0.230, -78.7304, 164.113, 36.6293, 4.088, 278.92980, -23.18213
0.231, -78.7299, 164.104, 36.6232, 4.088, 278.93019, -23.18211
0.231, -78.7294, 164.095, 36.6171, 4.088, 278.93058, -23.18209
0.232, -78.7289, 164.087, 36.6113, 4.085, 278.93096, -23.18207
0.232, -78.7284, 164.080, 36.6070, 4.088, 278.93130, -23.18206
0.232, -78.7279, 164.072, 36.6021, 4.090, 278.93169, -23.18204
0.232, -78.7279, 164.071, 36.6019, 4.088, 278.93171, -23.18204
0.232, -78.7278, 164.069, 36.6018, 4.088, 278.93182, -23.18203
0.233, -78.7274, 164.064, 36.6019, 4.090, 278.93206, -23.18202
0.233, -78.7269, 164.056, 36.6019, 4.090, 278.93243, -23.18200
0.233, -78.7268, 164.054, 36.6023, 4.093, 278.93250, -23.18200
0.233, -78.7264, 164.048, 36.6046, 4.090, 278.93281, -23.18198
0.234, -78.7259, 164.039, 36.6074, 4.088, 278.93318, -23.18197
0.234, -78.7253, 164.030, 36.6102, 4.090, 278.93356, -23.18195
0.234, -78.7247, 164.021, 36.6128, 4.090, 278.93393, -23.18193
0.235, -78.7241, 164.011, 36.6143, 4.093, 278.93432, -23.18191
0.235, -78.7238, 164.007, 36.6148, 4.090, 278.93446, -23.18191
0.235, -78.7235, 164.002, 36.6152, 4.095, 278.93467, -23.18190
0.235, -78.7228, 163.992, 36.6138, 4.098, 278.93505, -23.18188
0.236, -78.7221, 163.983, 36.6121, 4.098, 278.93543, -23.18186
0.236, -78.7214, 163.973, 36.6095, 4.095, 278.93581, -23.18184
0.236, -78.7207, 163.963, 36.6078, 4.088, 278.93619, -23.18183
0.237, -78.7200, 163.953, 36.6079, 4.083, 278.93657, -23.18181
0.237, -78.7194, 163.944, 36.6085, 4.078, 278.93692, -23.18179
0.237, -78.7187, 163.935, 36.6099, 4.076, 278.93731, -23.18177
0.238, -78.7181, 163.925, 36.6095, 4.076, 278.93769, -23.18176
0.238, -78.7180, 163.924, 36.6092, 4.076, 278.93775, -23.18175
0.238, -78.7174, 163.915, 36.6076, 4.073, 278.93807, -23.18174
0.238, -78.7168, 163.905, 36.6038, 4.078, 278.93846, -23.18172
0.239, -78.7165, 163.901, 36.6018, 4.076, 278.93863, -23.18171
0.239, -78.7163, 163.896, 36.5997, 4.081, 278.93880, -23.18171
0.239, -78.7156, 163.886, 36.5986, 4.083, 278.93920, -23.18169
0.239, -78.7152, 163.878, 36.5992, 4.083, 278.93951, -23.18168
0.239, -78.7150, 163.876, 36.5994, 4.083, 278.93958, -23.18167
0.240, -78.7141, 163.861, 36.6099, 4.083, 278.93995, -23.18166
0.240, -78.7136, 163.853, 36.6162, 4.083, 278.94030, -23.18164
0.240, -78.7135, 163.852, 36.6176, 4.083, 278.94038, -23.18164
0.241, -78.7131, 163.845, 36.6233, 4.083, 278.94069, -23.18163
0.241, -78.7127, 163.837, 36.6302, 4.078, 278.94107, -23.18161
0.241, -78.7125, 163.834, 36.6327, 4.081, 278.94121, -23.18160
0.241, -78.7122, 163.829, 36.6369, 4.081, 278.94144, -23.18159
0.242, -78.7117, 163.820, 36.6381, 4.078, 278.94181, -23.18157
0.242, -78.7113, 163.813, 36.6385, 4.081, 278.94208, -23.18156
0.242, -78.7111, 163.811, 36.6386, 4.081, 278.94219, -23.18156
0.242, -78.7104, 163.800, 36.6344, 4.085, 278.94260, -23.18154
0.243, -78.7099, 163.791, 36.6301, 4.088, 278.94293, -23.18153
0.243, -78.7099, 163.790, 36.6297, 4.085, 278.94296, -23.18152
0.243, -78.7093, 163.780, 36.6263, 4.093, 278.94331, -23.18151
0.243, -78.7089, 163.773, 36.6239, 4.093, 278.94358, -23.18150
0.243, -78.7087, 163.770, 36.6229, 4.093, 278.94369, -23.18149
0.244, -78.7080, 163.759, 36.6226, 4.100, 278.94411, -23.18147
0.244, -78.7078, 163.756, 36.6226, 4.095, 278.94421, -23.18147
0.244, -78.7073, 163.748, 36.6229, 4.098, 278.94449, -23.18146
0.244, -78.7067, 163.738, 36.6246, 4.100, 278.94482, -23.18145
0.245, -78.7060, 163.728, 36.6264, 4.100, 278.94520, -23.18143
0.245, -78.7057, 163.723, 36.6267, 4.100, 278.94535, -23.18142
0.245, -78.7052, 163.716, 36.6270, 4.100, 278.94561, -23.18141
0.245, -78.7045, 163.705, 36.6270, 4.100, 278.94597, -23.18140
0.245, -78.7045, 163.705, 36.6267, 4.105, 278.94600, -23.18140
0.246, -78.7037, 163.694, 36.6228, 4.103, 278.94636, -23.18138
0.246, -78.7028, 163.682, 36.6182, 4.103, 278.94673, -23.18137
0.246, -78.7025, 163.678, 36.6161, 4.103, 278.94686, -23.18136
0.246, -78.7020, 163.670, 36.6119, 4.103, 278.94712, -23.18135
0.247, -78.7012, 163.660, 36.6063, 4.105, 278.94747, -23.18134
0.247, -78.7007, 163.653, 36.6027, 4.105, 278.94769, -23.18133
0.247, -78.6995, 163.638, 36.5952, 4.107, 278.94819, -23.18131
0.248, -78.6986, 163.627, 36.5913, 4.107, 278.94858, -23.18129
0.248, -78.6985, 163.626, 36.5912, 4.107, 278.94859, -23.18129
0.248, -78.6975, 163.613, 36.5882, 4.107, 278.94900, -23.18128
0.249, -78.6966, 163.602, 36.5869, 4.107, 278.94938, -23.18126
0.249, -78.6964, 163.599, 36.5866, 4.107, 278.94946, -23.18126
0.249, -78.6947, 163.578, 36.5844, 4.098, 278.95013, -23.18123
0.249, -78.6943, 163.573, 36.5839, 4.103, 278.95029, -23.18123
0.250, -78.6938, 163.568, 36.5829, 4.093, 278.95048, -23.18122
0.250, -78.6928, 163.555, 36.5810, 4.090, 278.95087, -23.18120
0.250, -78.6927, 163.554, 36.5808, 4.093, 278.95091, -23.18120
0.250, -78.6918, 163.542, 36.5770, 4.090, 278.95130, -23.18119
0.251, -78.6909, 163.531, 36.5732, 4.090, 278.95164, -23.18117
0.251, -78.6904, 163.525, 36.5715, 4.090, 278.95180, -23.18117
0.251, -78.6898, 163.517, 36.5699, 4.095, 278.95200, -23.18116
0.251, -78.6886, 163.502, 36.5679, 4.093, 278.95241, -23.18115
0.252, -78.6879, 163.494, 36.5704, 4.093, 278.95270, -23.18113
0.252, -78.6877, 163.491, 36.5712, 4.095, 278.95278, -23.18113
0.252, -78.6868, 163.480, 36.5746, 4.095, 278.95317, -23.18112
0.253, -78.6850, 163.458, 36.5814, 4.095, 278.95393, -23.18108
0.253, -78.6840, 163.445, 36.5871, 4.093, 278.95432, -23.18107
0.253, -78.6831, 163.433, 36.5926, 4.093, 278.95469, -23.18106
0.254, -78.6821, 163.420, 36.5979, 4.090, 278.95509, -23.18104
0.254, -78.6816, 163.415, 36.5982, 4.093, 278.95526, -23.18103
0.254, -78.6802, 163.396, 36.5988, 4.093, 278.95584, -23.18101
0.255, -78.6794, 163.385, 36.5962, 4.093, 278.95615, -23.18100
0.255, -78.6792, 163.383, 36.5956, 4.090, 278.95623, -23.18100
0.255, -78.6783, 163.371, 36.5933, 4.090, 278.95659, -23.18099
0.255, -78.6774, 163.358, 36.5929, 4.095, 278.95699, -23.18097
0.256, -78.6772, 163.356, 36.5928, 4.090, 278.95705, -23.18097
0.256, -78.6755, 163.334, 36.5949, 4.103, 278.95770, -23.18095
0.256, -78.6749, 163.326, 36.5961, 4.100, 278.95794, -23.18094
0.256, -78.6744, 163.321, 36.5967, 4.105, 278.95812, -23.18093
0.257, -78.6731, 163.307, 36.5975, 4.110, 278.95853, -23.18092
0.257, -78.6721, 163.297, 36.5981, 4.110, 278.95884, -23.18090
0.257, -78.6720, 163.295, 36.5983, 4.115, 278.95890, -23.18090
0.258, -78.6707, 163.281, 36.5990, 4.120, 278.95930, -23.18089
0.258, -78.6694, 163.267, 36.5995, 4.120, 278.95974, -23.18087
0.259, -78.6665, 163.238, 36.5978, 4.132, 278.96066, -23.18084
0.259, -78.6642, 163.216, 36.5931, 4.134, 278.96137, -23.18081
0.260, -78.6605, 163.177, 36.5695, 4.137, 278.96254, -23.18076
0.261, -78.6582, 163.151, 36.5556, 4.132, 278.96320, -23.18074
0.262, -78.6551, 163.118, 36.5377, 4.122, 278.96406, -23.18072
0.263, -78.6519, 163.083, 36.5187, 4.117, 278.96497, -23.18069
0.263, -78.6495, 163.055, 36.5199, 4.115, 278.96583, -23.18065
0.264, -78.6471, 163.027, 36.5277, 4.100, 278.96674, -23.18062
0.265, -78.6446, 162.998, 36.5369, 4.090, 278.96766, -23.18058
0.266, -78.6428, 162.974, 36.5444, 4.088, 278.96832, -23.18056
0.267, -78.6394, 162.931, 36.5498, 4.098, 278.96946, -23.18053
0.267, -78.6376, 162.908, 36.5521, 4.105, 278.97006, -23.18051
0.269, -78.6322, 162.837, 36.5590, 4.107, 278.97192, -23.18045
0.270, -78.6294, 162.802, 36.5625, 4.117, 278.97286, -23.18042
0.270, -78.6266, 162.766, 36.5661, 4.117, 278.97380, -23.18038
0.273, -78.6187, 162.657, 36.5651, 4.129, 278.97673, -23.18029
0.274, -78.6166, 162.621, 36.5583, 4.147, 278.97768, -23.18025
0.275, -78.6145, 162.584, 36.5551, 4.154, 278.97863, -23.18022
0.275, -78.6133, 162.562, 36.5540, 4.147, 278.97930, -23.18020
0.276, -78.6116, 162.530, 36.5489, 4.139, 278.98026, -23.18016
0.277, -78.6099, 162.497, 36.5179, 4.132, 278.98121, -23.18013
0.278, -78.6082, 162.466, 36.4959, 4.127, 278.98210, -23.18010
0.279, -78.6048, 162.399, 36.5043, 4.125, 278.98395, -23.18003
0.280, -78.6022, 162.339, 36.5183, 4.115, 278.98554, -23.17997
0.281, -78.6012, 162.316, 36.5238, 4.122, 278.98617, -23.17995
0.282, -78.5994, 162.275, 36.5333, 4.134, 278.98725, -23.17991
0.283, -78.5980, 162.240, 36.5424, 4.127, 278.98815, -23.17988
0.283, -78.5964, 162.201, 36.5512, 4.115, 278.98913, -23.17984
0.284, -78.5946, 162.157, 36.5484, 4.112, 278.99012, -23.17981
0.285, -78.5925, 162.107, 36.5360, 4.115, 278.99113, -23.17977
0.286, -78.5912, 162.078, 36.5341, 4.120, 278.99208, -23.17973
0.287, -78.5883, 162.006, 36.5568, 4.122, 278.99372, -23.17967
0.288, -78.5860, 161.950, 36.5596, 4.142, 278.99509, -23.17961
0.289, -78.5839, 161.901, 36.5530, 4.149, 278.99622, -23.17956
0.290, -78.5825, 161.869, 36.5527, 4.144, 278.99699, -23.17953
0.291, -78.5798, 161.808, 36.5361, 4.137, 278.99849, -23.17946
0.292, -78.5789, 161.788, 36.5216, 4.125, 278.99901, -23.17944
0.293, -78.5741, 161.684, 36.5143, 4.112, 279.00129, -23.17933
0.294, -78.5729, 161.658, 36.5252, 4.110, 279.00194, -23.17929
0.295, -78.5703, 161.608, 36.5515, 4.098, 279.00321, -23.17923
0.296, -78.5687, 161.580, 36.5637, 4.090, 279.00391, -23.17919
0.296, -78.5664, 161.541, 36.5704, 4.093, 279.00491, -23.17913
0.297, -78.5639, 161.503, 36.5735, 4.090, 279.00590, -23.17908
0.298, -78.5614, 161.463, 36.5933, 4.093, 279.00690, -23.17902
0.299, -78.5598, 161.438, 36.6062, 4.090, 279.00760, -23.17898
0.299, -78.5574, 161.399, 36.6124, 4.088, 279.00859, -23.17892
0.300, -78.5553, 161.360, 36.6058, 4.095, 279.00959, -23.17886
0.301, -78.5528, 161.311, 36.6062, 4.103, 279.01067, -23.17879
0.304, -78.5471, 161.180, 36.5998, 4.120, 279.01377, -23.17859
0.304, -78.5458, 161.144, 36.5783, 4.122, 279.01469, -23.17853
0.305, -78.5445, 161.103, 36.5555, 4.125, 279.01568, -23.17846
0.306, -78.5436, 161.073, 36.5412, 4.120, 279.01639, -23.17842
0.307, -78.5426, 161.032, 36.5390, 4.115, 279.01738, -23.17835
0.307, -78.5418, 160.991, 36.5390, 4.110, 279.01837, -23.17828
0.308, -78.5409, 160.951, 36.5339, 4.112, 279.01935, -23.17821
0.309, -78.5402, 160.921, 36.5343, 4.120, 279.02005, -23.17816
0.310, -78.5391, 160.879, 36.5419, 4.125, 279.02104, -23.17809
0.310, -78.5384, 160.851, 36.5488, 4.127, 279.02174, -23.17804
0.311, -78.5378, 160.829, 36.5542, 4.122, 279.02262, -23.17798
0.312, -78.5370, 160.792, 36.5461, 4.132, 279.02360, -23.17791
0.312, -78.5354, 160.722, 36.5294, 4.144, 279.02445, -23.17782
0.313, -78.5346, 160.682, 36.5260, 4.147, 279.02543, -23.17775
0.314, -78.5339, 160.644, 36.5272, 4.137, 279.02640, -23.17767
0.315, -78.5333, 160.605, 36.5178, 4.137, 279.02737, -23.17759
0.316, -78.5327, 160.566, 36.4955, 4.147, 279.02828, -23.17752
0.316, -78.5323, 160.527, 36.4869, 4.149, 279.02924, -23.17744
0.317, -78.5321, 160.501, 36.4912, 4.144, 279.02992, -23.17739
0.318, -78.5320, 160.457, 36.5000, 4.147, 279.03089, -23.17731
0.319, -78.5320, 160.407, 36.4863, 4.159, 279.03187, -23.17722
0.320, -78.5320, 160.358, 36.4804, 4.151, 279.03310, -23.17712
0.321, -78.5321, 160.316, 36.4854, 4.139, 279.03405, -23.17703
0.321, -78.5320, 160.278, 36.4724, 4.142, 279.03494, -23.17696
0.322, -78.5318, 160.251, 36.4620, 4.151, 279.03560, -23.17690
0.323, -78.5314, 160.211, 36.4653, 4.164, 279.03654, -23.17682
0.323, -78.5309, 160.171, 36.4887, 4.164, 279.03747, -23.17673
0.324, -78.5305, 160.131, 36.5009, 4.166, 279.03835, -23.17665
0.326, -78.5291, 160.037, 36.4569, 4.168, 279.04049, -23.17645
0.327, -78.5287, 160.011, 36.4554, 4.161, 279.04108, -23.17640
0.328, -78.5281, 159.970, 36.4544, 4.154, 279.04206, -23.17631
0.328, -78.5275, 159.931, 36.4468, 4.149, 279.04299, -23.17622
0.329, -78.5269, 159.895, 36.4453, 4.156, 279.04359, -23.17615
0.330, -78.5261, 159.851, 36.4553, 4.168, 279.04450, -23.17606
0.331, -78.5255, 159.812, 36.4700, 4.168, 279.04567, -23.17596
0.331, -78.5250, 159.773, 36.4781, 4.164, 279.04631, -23.17589
0.332, -78.5246, 159.736, 36.4705, 4.156, 279.04720, -23.17581
0.333, -78.5244, 159.708, 36.4562, 4.159, 279.04784, -23.17575
0.333, -78.5241, 159.680, 36.4412, 4.166, 279.04848, -23.17568
0.334, -78.5240, 159.642, 36.4438, 4.171, 279.04938, -23.17560
0.335, -78.5241, 159.603, 36.4576, 4.171, 279.05028, -23.17551
0.336, -78.5241, 159.564, 36.4662, 4.164, 279.05117, -23.17543
0.337, -78.5240, 159.527, 36.4662, 4.154, 279.05207, -23.17535
0.337, -78.5237, 159.494, 36.4662, 4.164, 279.05269, -23.17528
0.338, -78.5231, 159.451, 36.4662, 4.173, 279.05378, -23.17518
0.339, -78.5224, 159.417, 36.4662, 4.173, 279.05440, -23.17511
0.339, -78.5217, 159.375, 36.4662, 4.159, 279.05527, -23.17502
0.340, -78.5210, 159.342, 36.4662, 4.156, 279.05615, -23.17494
0.341, -78.5204, 159.318, 36.4662, 4.156, 279.05676, -23.17489
0.342, -78.5194, 159.282, 36.4662, 4.159, 279.05764, -23.17480
0.342, -78.5184, 159.248, 36.4662, 4.159, 279.05851, -23.17472
0.343, -78.5174, 159.214, 36.4662, 4.161, 279.05938, -23.17464
0.344, -78.5164, 159.177, 36.4662, 4.171, 279.06025, -23.17456
0.346, -78.5143, 159.102, 36.4658, 4.166, 279.06180, -23.17440
0.347, -78.5122, 159.048, 36.4482, 4.149, 279.06316, -23.17428
0.348, -78.5107, 159.015, 36.4313, 4.149, 279.06402, -23.17420
0.348, -78.5096, 158.991, 36.4307, 4.147, 279.06463, -23.17415
0.349, -78.5080, 158.957, 36.4466, 4.149, 279.06549, -23.17407
0.350, -78.5067, 158.923, 36.4685, 4.149, 279.06634, -23.17399
0.352, -78.5048, 158.853, 36.4828, 4.139, 279.06798, -23.17384
0.352, -78.5044, 158.826, 36.4815, 4.132, 279.06853, -23.17379
0.353, -78.5038, 158.783, 36.4789, 4.134, 279.06935, -23.17371
0.354, -78.5034, 158.744, 36.4785, 4.149, 279.07018, -23.17363
0.355, -78.5032, 158.705, 36.4932, 4.154, 279.07107, -23.17356
0.355, -78.5031, 158.669, 36.4990, 4.142, 279.07190, -23.17348
0.356, -78.5029, 158.633, 36.4869, 4.132, 279.07274, -23.17341
0.357, -78.5027, 158.597, 36.4737, 4.129, 279.07358, -23.17334
0.357, -78.5025, 158.575, 36.4625, 4.156, 279.07412, -23.17330
0.358, -78.5022, 158.539, 36.4756, 4.171, 279.07494, -23.17323
0.359, -78.5018, 158.503, 36.4986, 4.159, 279.07571, -23.17316
0.360, -78.5013, 158.467, 36.5003, 4.142, 279.07654, -23.17310
0.360, -78.5010, 158.441, 36.4937, 4.137, 279.07712, -23.17305
0.361, -78.5002, 158.396, 36.4422, 4.151, 279.07819, -23.17296
0.364, -78.4974, 158.270, 36.4333, 4.173, 279.08082, -23.17275
0.365, -78.4965, 158.232, 36.4272, 4.164, 279.08158, -23.17269
0.365, -78.4959, 158.206, 36.4230, 4.161, 279.08210, -23.17265
0.366, -78.4948, 158.163, 36.4196, 4.159, 279.08295, -23.17258
0.367, -78.4939, 158.124, 36.4178, 4.161, 279.08377, -23.17252
0.368, -78.4933, 158.085, 36.4108, 4.190, 279.08458, -23.17246
0.370, -78.4917, 157.999, 36.3954, 4.188, 279.08640, -23.17233
0.370, -78.4913, 157.971, 36.3905, 4.176, 279.08697, -23.17229
0.371, -78.4906, 157.933, 36.3835, 4.176, 279.08778, -23.17223
0.372, -78.4895, 157.871, 36.3725, 4.200, 279.08907, -23.17215
0.373, -78.4889, 157.823, 36.3988, 4.222, 279.08979, -23.17210
0.374, -78.4885, 157.791, 36.4089, 4.239, 279.09036, -23.17206
0.375, -78.4880, 157.751, 36.4081, 4.234, 279.09117, -23.17201
0.375, -78.4875, 157.712, 36.3805, 4.225, 279.09192, -23.17197
0.377, -78.4868, 157.632, 36.3095, 4.234, 279.09349, -23.17188
0.378, -78.4865, 157.580, 36.3116, 4.269, 279.09453, -23.17182
0.379, -78.4863, 157.551, 36.3202, 4.283, 279.09510, -23.17179
0.379, -78.4861, 157.512, 36.3405, 4.286, 279.09586, -23.17175
0.380, -78.4859, 157.459, 36.3057, 4.278, 279.09685, -23.17171
0.381, -78.4860, 157.425, 36.2798, 4.269, 279.09747, -23.17168
0.382, -78.4863, 157.366, 36.2594, 4.271, 279.09850, -23.17163
0.383, -78.4865, 157.321, 36.2438, 4.286, 279.09930, -23.17160
0.383, -78.4867, 157.289, 36.2327, 4.293, 279.09987, -23.17158
0.384, -78.4869, 157.243, 36.2169, 4.278, 279.10068, -23.17155
0.386, -78.4886, 157.162, 36.2166, 4.295, 279.10222, -23.17149
0.386, -78.4899, 157.124, 36.2166, 4.330, 279.10299, -23.17147
0.388, -78.4920, 157.072, 36.2166, 4.344, 279.10406, -23.17143
0.388, -78.4938, 157.032, 36.2166, 4.332, 279.10489, -23.17141
0.389, -78.4962, 156.979, 36.2166, 4.347, 279.10597, -23.17138
0.390, -78.4978, 156.938, 36.2166, 4.369, 279.10681, -23.17135
0.391, -78.4991, 156.897, 36.2166, 4.371, 279.10765, -23.17133
0.392, -78.5005, 156.855, 36.2166, 4.364, 279.10849, -23.17131
0.392, -78.5014, 156.826, 36.2166, 4.361, 279.10909, -23.17129
0.393, -78.5027, 156.787, 36.2166, 4.366, 279.10988, -23.17128
0.394, -78.5037, 156.749, 36.2166, 4.366, 279.11073, -23.17125
0.395, -78.5042, 156.714, 36.2166, 4.349, 279.11158, -23.17123
0.396, -78.5045, 156.679, 36.2166, 4.332, 279.11244, -23.17120
0.396, -78.5047, 156.656, 36.2166, 4.327, 279.11305, -23.17118
0.397, -78.5048, 156.624, 36.2166, 4.330, 279.11386, -23.17116
0.398, -78.5050, 156.592, 36.2166, 4.322, 279.11467, -23.17113
0.399, -78.5052, 156.559, 36.2166, 4.317, 279.11554, -23.17111
0.399, -78.5053, 156.536, 36.2166, 4.305, 279.11617, -23.17109
0.403, -78.5044, 156.357, 36.1742, 4.303, 279.12081, -23.17095
0.404, -78.5044, 156.353, 36.1734, 4.320, 279.12093, -23.17095
0.406, -78.5030, 156.251, 36.1542, 4.310, 279.12380, -23.17086
0.406, -78.5029, 156.247, 36.1549, 4.310, 279.12391, -23.17085
0.406, -78.5028, 156.241, 36.1560, 4.310, 279.12408, -23.17085
0.407, -78.5021, 156.201, 36.1637, 4.320, 279.12524, -23.17081
