# mission day, lat, long, alt, (pressure?), horizon alts, azimuth
5.388, -79.1446, -79.541, 33.7620, 5.905, 16.88064, 124.46621
5.388, -79.1439, -79.549, 33.7627, 5.902, 16.88857, 124.41520
5.388, -79.1423, -79.564, 33.7614, 5.897, 16.90534, 124.30705
5.388, -79.1409, -79.577, 33.7602, 5.897, 16.91874, 124.22042
5.389, -79.1407, -79.579, 33.7600, 5.893, 16.92104, 124.20565
5.389, -79.1390, -79.595, 33.7579, 5.890, 16.93821, 124.09506
5.389, -79.1383, -79.603, 33.7570, 5.890, 16.94564, 124.04737
5.389, -79.1374, -79.611, 33.7560, 5.888, 16.95446, 123.99061
5.390, -79.1358, -79.626, 33.7541, 5.885, 16.97024, 123.88920
5.390, -79.1344, -79.639, 33.7524, 5.888, 16.98367, 123.80282
5.391, -79.1307, -79.675, 33.7528, 5.880, 17.02216, 123.55697
5.391, -79.1296, -79.685, 33.7523, 5.871, 17.03343, 123.48505
5.391, -79.1280, -79.700, 33.7516, 5.863, 17.04994, 123.37992
5.392, -79.1270, -79.710, 33.7512, 5.863, 17.06079, 123.31110
5.392, -79.1263, -79.717, 33.7509, 5.856, 17.06782, 123.26635
5.392, -79.1247, -79.731, 33.7504, 5.856, 17.08387, 123.16433
5.392, -79.1233, -79.745, 33.7501, 5.856, 17.09957, 123.06512
5.392, -79.1231, -79.746, 33.7501, 5.856, 17.10099, 123.05595
5.393, -79.1215, -79.762, 33.7518, 5.858, 17.11756, 122.95108
5.393, -79.1195, -79.781, 33.7577, 5.858, 17.13846, 122.81904
5.393, -79.1185, -79.790, 33.7608, 5.863, 17.14886, 122.75344
5.394, -79.1168, -79.806, 33.7658, 5.861, 17.16649, 122.64230
5.394, -79.1158, -79.816, 33.7690, 5.863, 17.17692, 122.57671
5.394, -79.1153, -79.821, 33.7695, 5.863, 17.18214, 122.54385
5.394, -79.1137, -79.837, 33.7709, 5.853, 17.19880, 122.43916
5.395, -79.1131, -79.842, 33.7714, 5.861, 17.20500, 122.40024
5.395, -79.1120, -79.853, 33.7726, 5.851, 17.21645, 122.32839
5.395, -79.1105, -79.868, 33.7744, 5.851, 17.23275, 122.22651
5.396, -79.1062, -79.911, 33.7958, 5.858, 17.28200, 121.92001
5.396, -79.1057, -79.916, 33.7986, 5.858, 17.28732, 121.88687
5.397, -79.1047, -79.926, 33.8049, 5.861, 17.29893, 121.81488
5.397, -79.1031, -79.942, 33.8076, 5.863, 17.31741, 121.70035
5.397, -79.1022, -79.951, 33.8069, 5.863, 17.32710, 121.64020
5.397, -79.1017, -79.955, 33.8066, 5.856, 17.33299, 121.60383
5.398, -79.0988, -79.985, 33.8042, 5.856, 17.36716, 121.39302
5.398, -79.0966, -80.005, 33.8022, 5.839, 17.38295, 121.29338
5.399, -79.0960, -80.011, 33.8028, 5.839, 17.39501, 121.22041
5.399, -79.0946, -80.025, 33.8064, 5.832, 17.41578, 121.09382
5.399, -79.0930, -80.042, 33.8114, 5.829, 17.43497, 120.97620
5.400, -79.0916, -80.056, 33.8127, 5.829, 17.45226, 120.87052
5.400, -79.0902, -80.070, 33.8138, 5.832, 17.46961, 120.76455
5.400, -79.0899, -80.074, 33.8140, 5.832, 17.47355, 120.74057
5.400, -79.0888, -80.085, 33.8149, 5.832, 17.48750, 120.65563
5.401, -79.0874, -80.099, 33.8153, 5.832, 17.50434, 120.55298
5.401, -79.0860, -80.114, 33.8104, 5.827, 17.52169, 120.44746
5.401, -79.0847, -80.128, 33.8077, 5.824, 17.53861, 120.34487
5.402, -79.0836, -80.140, 33.8119, 5.824, 17.55258, 120.26019
5.402, -79.0833, -80.143, 33.8131, 5.822, 17.55659, 120.23592
5.402, -79.0820, -80.157, 33.8181, 5.817, 17.57301, 120.13655
5.402, -79.0804, -80.174, 33.8242, 5.817, 17.59352, 120.01261
5.403, -79.0793, -80.186, 33.8285, 5.810, 17.60748, 119.92831
5.403, -79.0767, -80.215, 33.8385, 5.797, 17.64267, 119.71669
5.404, -79.0753, -80.230, 33.8427, 5.790, 17.66075, 119.60799
5.404, -79.0738, -80.245, 33.8455, 5.788, 17.67930, 119.49647
5.404, -79.0736, -80.247, 33.8455, 5.790, 17.68179, 119.48148
5.405, -79.0713, -80.273, 33.8458, 5.785, 17.71080, 119.30752
5.405, -79.0694, -80.293, 33.8462, 5.795, 17.73557, 119.15943
5.406, -79.0684, -80.303, 33.8470, 5.805, 17.74767, 119.08697
5.406, -79.0680, -80.307, 33.8474, 5.795, 17.75219, 119.05984
5.406, -79.0670, -80.317, 33.8485, 5.807, 17.76479, 118.98461
5.406, -79.0649, -80.339, 33.8541, 5.812, 17.79052, 118.83104
5.407, -79.0646, -80.343, 33.8554, 5.814, 17.79515, 118.80360
5.407, -79.0615, -80.374, 33.8666, 5.810, 17.83205, 118.58371
5.407, -79.0614, -80.375, 33.8670, 5.800, 17.83359, 118.57460
5.408, -79.0601, -80.388, 33.8717, 5.795, 17.84931, 118.48115
5.408, -79.0593, -80.396, 33.8746, 5.795, 17.85894, 118.42394
5.408, -79.0584, -80.406, 33.8781, 5.788, 17.87065, 118.35456
5.409, -79.0560, -80.430, 33.8911, 5.785, 17.90074, 118.17644
5.409, -79.0556, -80.435, 33.8936, 5.785, 17.90641, 118.14301
5.409, -79.0528, -80.465, 33.9010, 5.795, 17.94273, 117.92878
5.410, -79.0519, -80.475, 33.9004, 5.805, 17.95448, 117.85957
5.410, -79.0501, -80.495, 33.8928, 5.810, 17.97802, 117.72117
5.410, -79.0496, -80.500, 33.8907, 5.810, 17.98471, 117.68185
5.411, -79.0473, -80.525, 33.8731, 5.810, 18.01445, 117.50726
5.411, -79.0461, -80.538, 33.8684, 5.807, 18.03096, 117.41068
5.411, -79.0448, -80.552, 33.8652, 5.797, 18.04859, 117.30764
5.412, -79.0444, -80.557, 33.8650, 5.802, 18.05430, 117.27429
5.412, -79.0423, -80.581, 33.8773, 5.790, 18.08503, 117.09532
5.412, -79.0418, -80.588, 33.8820, 5.790, 18.09397, 117.04360
5.413, -79.0412, -80.595, 33.8877, 5.788, 18.10394, 116.98581
5.413, -79.0393, -80.621, 33.8964, 5.788, 18.13767, 116.79091
5.413, -79.0392, -80.622, 33.8961, 5.792, 18.13980, 116.77864
5.414, -79.0382, -80.636, 33.8935, 5.795, 18.15880, 116.66918
5.414, -79.0371, -80.653, 33.8905, 5.797, 18.18105, 116.54133
5.414, -79.0363, -80.664, 33.8884, 5.802, 18.19530, 116.45927
5.415, -79.0354, -80.678, 33.8805, 5.802, 18.21333, 116.35587
5.415, -79.0348, -80.686, 33.8756, 5.802, 18.22445, 116.29204
5.415, -79.0334, -80.706, 33.8726, 5.797, 18.25049, 116.14269
5.416, -79.0325, -80.719, 33.8729, 5.797, 18.26806, 116.04214
5.416, -79.0325, -80.719, 33.8731, 5.788, 18.26859, 116.03918
5.416, -79.0302, -80.750, 33.8853, 5.783, 18.30894, 115.80813
5.417, -79.0290, -80.767, 33.8909, 5.775, 18.33191, 115.67709
5.417, -79.0286, -80.773, 33.8928, 5.775, 18.33993, 115.63141
5.418, -79.0265, -80.804, 33.9002, 5.768, 18.38060, 115.39995
5.418, -79.0264, -80.806, 33.8995, 5.768, 18.38382, 115.38176
5.418, -79.0248, -80.833, 33.8936, 5.768, 18.41744, 115.19106
5.419, -79.0239, -80.848, 33.8953, 5.768, 18.43608, 115.08546
5.419, -79.0231, -80.863, 33.8970, 5.770, 18.45480, 114.97975
5.419, -79.0222, -80.878, 33.8987, 5.770, 18.47348, 114.87414
5.420, -79.0213, -80.894, 33.9006, 5.770, 18.49386, 114.75917
5.420, -79.0205, -80.907, 33.9021, 5.768, 18.50988, 114.66870
5.420, -79.0197, -80.921, 33.9037, 5.763, 18.52755, 114.56916
5.421, -79.0197, -80.922, 33.9038, 5.763, 18.52923, 114.55989
5.422, -79.0173, -80.965, 33.9133, 5.744, 18.58430, 114.25043
5.422, -79.0165, -80.978, 33.9171, 5.736, 18.60276, 114.14693
5.422, -79.0158, -80.992, 33.9196, 5.736, 18.62000, 114.05038
5.423, -79.0150, -81.009, 33.9227, 5.729, 18.64112, 113.93236
5.423, -79.0142, -81.024, 33.9254, 5.729, 18.65948, 113.82970
5.423, -79.0141, -81.027, 33.9260, 5.729, 18.66386, 113.80537
5.424, -79.0130, -81.051, 33.9272, 5.726, 18.69556, 113.62884
5.424, -79.0122, -81.067, 33.9273, 5.729, 18.71681, 113.51049
5.424, -79.0116, -81.082, 33.9269, 5.729, 18.73646, 113.40143
5.424, -79.0115, -81.085, 33.9269, 5.731, 18.73975, 113.38321
5.425, -79.0110, -81.096, 33.9288, 5.729, 18.75449, 113.30136
5.426, -79.0090, -81.146, 33.9444, 5.726, 18.82349, 112.91968
5.426, -79.0088, -81.153, 33.9478, 5.722, 18.83231, 112.87107
5.427, -79.0078, -81.179, 33.9615, 5.717, 18.86825, 112.67287
5.427, -79.0073, -81.195, 33.9696, 5.705, 18.88927, 112.55721
5.427, -79.0068, -81.209, 33.9744, 5.697, 18.90866, 112.45053
5.428, -79.0067, -81.213, 33.9754, 5.705, 18.91311, 112.42607
5.428, -79.0064, -81.224, 33.9788, 5.692, 18.92748, 112.34726
5.428, -79.0060, -81.237, 33.9796, 5.685, 18.94639, 112.24350
5.428, -79.0057, -81.247, 33.9799, 5.690, 18.95978, 112.17012
5.429, -79.0048, -81.278, 33.9785, 5.683, 19.00332, 111.93178
5.429, -79.0047, -81.280, 33.9785, 5.685, 19.00499, 111.92253
5.430, -79.0043, -81.294, 33.9777, 5.690, 19.02453, 111.81567
5.430, -79.0041, -81.301, 33.9773, 5.687, 19.03518, 111.75755
5.430, -79.0039, -81.308, 33.9774, 5.692, 19.04473, 111.70536
5.431, -79.0032, -81.333, 33.9804, 5.687, 19.08135, 111.50563
5.431, -79.0029, -81.348, 33.9868, 5.680, 19.10271, 111.38942
5.431, -79.0024, -81.366, 33.9939, 5.680, 19.12686, 111.25785
5.432, -79.0022, -81.376, 33.9983, 5.661, 19.14150, 111.17834
5.432, -79.0019, -81.389, 34.0045, 5.656, 19.15958, 111.08010
5.432, -79.0019, -81.390, 34.0052, 5.651, 19.16130, 111.07082
5.432, -79.0016, -81.404, 34.0146, 5.646, 19.18163, 110.96049
5.433, -79.0014, -81.417, 34.0225, 5.643, 19.20089, 110.85617
5.433, -79.0014, -81.420, 34.0240, 5.646, 19.20549, 110.83136
5.433, -79.0013, -81.431, 34.0298, 5.643, 19.22140, 110.74538
5.433, -79.0011, -81.445, 34.0370, 5.648, 19.24131, 110.63769
5.434, -79.0011, -81.452, 34.0395, 5.646, 19.25162, 110.58212
5.434, -79.0010, -81.459, 34.0387, 5.651, 19.26181, 110.52707
5.434, -79.0010, -81.472, 34.0373, 5.653, 19.28063, 110.42570
5.434, -79.0010, -81.474, 34.0370, 5.651, 19.28403, 110.40741
5.435, -79.0007, -81.505, 34.0454, 5.648, 19.33099, 110.15433
5.435, -79.0007, -81.511, 34.0470, 5.641, 19.33905, 110.11102
5.435, -79.0006, -81.524, 34.0508, 5.634, 19.35918, 110.00274
5.436, -79.0005, -81.534, 34.0540, 5.634, 19.37526, 109.91623
5.436, -79.0005, -81.537, 34.0550, 5.626, 19.38044, 109.88843
5.436, -79.0004, -81.551, 34.0589, 5.626, 19.40056, 109.78033
5.436, -79.0003, -81.564, 34.0699, 5.626, 19.42062, 109.67260
5.437, -79.0003, -81.565, 34.0706, 5.626, 19.42175, 109.66656
5.437, -79.0003, -81.578, 34.0811, 5.629, 19.44080, 109.56444
5.437, -79.0002, -81.597, 34.0913, 5.629, 19.46889, 109.41383
5.438, -79.0003, -81.618, 34.0941, 5.636, 19.49939, 109.25076
5.438, -79.0004, -81.631, 34.0919, 5.636, 19.51955, 109.14311
5.439, -79.0005, -81.645, 34.0880, 5.636, 19.53919, 109.03832
5.439, -79.0006, -81.657, 34.0842, 5.634, 19.55890, 108.93314
5.439, -79.0008, -81.671, 34.0857, 5.634, 19.57972, 108.82226
5.440, -79.0010, -81.686, 34.0885, 5.631, 19.60115, 108.70819
5.440, -79.0011, -81.690, 34.0911, 5.631, 19.60759, 108.67400
5.441, -79.0017, -81.720, 34.1107, 5.631, 19.65546, 108.41965
5.441, -79.0021, -81.737, 34.1202, 5.631, 19.68109, 108.28368
5.441, -79.0023, -81.750, 34.1170, 5.629, 19.70029, 108.18175
5.441, -79.0023, -81.750, 34.1169, 5.629, 19.70086, 108.17868
5.442, -79.0026, -81.764, 34.1133, 5.624, 19.72182, 108.06758
5.442, -79.0028, -81.778, 34.1098, 5.624, 19.74218, 107.95958
5.442, -79.0029, -81.781, 34.1089, 5.626, 19.74745, 107.93170
5.442, -79.0030, -81.791, 34.1068, 5.621, 19.76134, 107.85800
5.443, -79.0032, -81.813, 34.1037, 5.621, 19.79453, 107.68198
5.444, -79.0033, -81.835, 34.1007, 5.626, 19.82763, 107.50643
5.444, -79.0036, -81.859, 34.1016, 5.631, 19.86327, 107.31782
5.444, -79.0037, -81.868, 34.1023, 5.631, 19.87610, 107.24995
5.444, -79.0038, -81.872, 34.1027, 5.634, 19.88315, 107.21272
5.445, -79.0039, -81.885, 34.1037, 5.634, 19.90301, 107.10765
5.445, -79.0041, -81.898, 34.1048, 5.634, 19.92355, 106.99915
5.445, -79.0041, -81.899, 34.1048, 5.634, 19.92415, 106.99599
5.446, -79.0042, -81.912, 34.1059, 5.631, 19.94403, 106.89088
5.446, -79.0045, -81.925, 34.1072, 5.629, 19.96584, 106.77590
5.447, -79.0055, -81.962, 34.1123, 5.614, 20.02571, 106.46064
5.447, -79.0058, -81.974, 34.1143, 5.612, 20.04714, 106.34781
5.448, -79.0062, -81.986, 34.1164, 5.612, 20.06796, 106.23840
5.448, -79.0066, -81.998, 34.1149, 5.612, 20.08760, 106.13523
5.448, -79.0066, -81.999, 34.1147, 5.617, 20.08937, 106.12590
5.448, -79.0071, -82.012, 34.1124, 5.617, 20.11016, 106.01682
5.448, -79.0072, -82.017, 34.1111, 5.617, 20.11913, 105.96963
5.450, -79.0096, -82.079, 34.1092, 5.624, 20.22813, 105.39812
5.450, -79.0098, -82.083, 34.1102, 5.621, 20.23540, 105.36012
5.451, -79.0103, -82.094, 34.1131, 5.619, 20.25585, 105.25306
5.451, -79.0108, -82.106, 34.1167, 5.619, 20.27629, 105.14609
5.451, -79.0108, -82.106, 34.1170, 5.619, 20.27752, 105.13964
5.451, -79.0113, -82.119, 34.1232, 5.619, 20.29851, 105.02986
5.452, -79.0118, -82.129, 34.1279, 5.619, 20.31776, 104.92922
5.452, -79.0120, -82.134, 34.1292, 5.621, 20.32619, 104.88512
5.453, -79.0133, -82.161, 34.1301, 5.619, 20.37576, 104.62617
5.453, -79.0141, -82.175, 34.1270, 5.619, 20.40185, 104.49001
5.453, -79.0143, -82.180, 34.1259, 5.619, 20.41091, 104.44272
5.453, -79.0146, -82.185, 34.1247, 5.619, 20.42122, 104.38892
5.454, -79.0152, -82.198, 34.1219, 5.619, 20.44427, 104.26861
5.454, -79.0157, -82.207, 34.1199, 5.619, 20.46128, 104.17993
5.454, -79.0158, -82.208, 34.1196, 5.617, 20.46367, 104.16746
5.455, -79.0165, -82.220, 34.1195, 5.614, 20.48688, 104.04651
5.455, -79.0171, -82.230, 34.1212, 5.619, 20.50764, 103.93829
5.455, -79.0172, -82.232, 34.1214, 5.614, 20.51068, 103.92244
5.455, -79.0178, -82.240, 34.1232, 5.612, 20.52855, 103.82945
5.456, -79.0184, -82.249, 34.1251, 5.612, 20.54698, 103.73346
5.456, -79.0200, -82.270, 34.1252, 5.604, 20.59247, 103.49683
5.456, -79.0202, -82.272, 34.1252, 5.604, 20.59744, 103.47100
5.457, -79.0208, -82.280, 34.1251, 5.600, 20.61418, 103.38395
5.457, -79.0215, -82.289, 34.1251, 5.597, 20.63584, 103.27128
5.457, -79.0219, -82.294, 34.1251, 5.597, 20.64822, 103.20686
5.457, -79.0222, -82.299, 34.1251, 5.592, 20.65751, 103.15859
5.458, -79.0229, -82.308, 34.1251, 5.587, 20.67920, 103.04579
5.458, -79.0236, -82.317, 34.1255, 5.587, 20.69899, 102.94292
5.459, -79.0258, -82.344, 34.1292, 5.587, 20.76027, 102.62464
5.460, -79.0270, -82.359, 34.1329, 5.582, 20.79391, 102.44997
5.460, -79.0275, -82.365, 34.1345, 5.575, 20.80822, 102.37570
5.460, -79.0282, -82.373, 34.1369, 5.573, 20.82885, 102.26859
5.460, -79.0287, -82.378, 34.1384, 5.575, 20.84133, 102.20387
5.460, -79.0291, -82.382, 34.1398, 5.573, 20.85262, 102.14526
5.461, -79.0299, -82.391, 34.1430, 5.573, 20.87460, 102.03123
5.461, -79.0301, -82.392, 34.1435, 5.573, 20.87840, 102.01154
5.461, -79.0307, -82.398, 34.1462, 5.575, 20.89532, 101.92376
5.462, -79.0315, -82.407, 34.1500, 5.573, 20.91735, 101.80950
5.462, -79.0320, -82.411, 34.1521, 5.573, 20.92927, 101.74774
5.463, -79.0340, -82.431, 34.1611, 5.570, 20.98087, 101.48024
5.463, -79.0340, -82.431, 34.1613, 5.570, 20.98212, 101.47376
5.463, -79.0348, -82.439, 34.1651, 5.568, 21.00352, 101.36283
5.463, -79.0357, -82.448, 34.1689, 5.568, 21.02554, 101.24875
5.464, -79.0365, -82.456, 34.1726, 5.568, 21.04762, 101.13430
5.464, -79.0366, -82.456, 34.1730, 5.565, 21.04948, 101.12469
5.464, -79.0374, -82.464, 34.1768, 5.568, 21.07089, 101.01371
5.464, -79.0379, -82.469, 34.1790, 5.568, 21.08348, 100.94850
5.464, -79.0382, -82.472, 34.1805, 5.568, 21.09232, 100.90271
5.465, -79.0397, -82.489, 34.1870, 5.568, 21.13512, 100.68092
5.465, -79.0404, -82.496, 34.1886, 5.565, 21.15656, 100.56982
5.466, -79.0410, -82.505, 34.1893, 5.568, 21.17927, 100.45206
5.466, -79.0415, -82.510, 34.1898, 5.570, 21.19509, 100.37005
5.466, -79.0417, -82.513, 34.1900, 5.565, 21.20140, 100.33735
5.466, -79.0423, -82.520, 34.1908, 5.563, 21.22353, 100.22266
5.467, -79.0430, -82.528, 34.1917, 5.565, 21.24700, 100.10104
5.467, -79.0431, -82.529, 34.1917, 5.565, 21.24761, 100.09790
5.467, -79.0437, -82.536, 34.1926, 5.568, 21.26854, 99.98948
5.467, -79.0446, -82.546, 34.1921, 5.575, 21.28963, 99.88034
5.468, -79.0459, -82.561, 34.1979, 5.568, 21.34744, 99.58070
5.468, -79.0461, -82.564, 34.1980, 5.573, 21.35509, 99.54109
5.469, -79.0467, -82.570, 34.1985, 5.575, 21.37673, 99.42900
5.469, -79.0474, -82.578, 34.1990, 5.575, 21.39904, 99.31346
5.469, -79.0474, -82.579, 34.1990, 5.580, 21.40156, 99.30037
5.470, -79.0480, -82.585, 34.1994, 5.580, 21.42323, 99.18815
5.470, -79.0486, -82.592, 34.1995, 5.578, 21.44496, 99.07563
5.470, -79.0487, -82.594, 34.1995, 5.580, 21.45073, 99.04572
5.470, -79.0491, -82.599, 34.1996, 5.578, 21.46670, 98.96303
5.471, -79.0497, -82.609, 34.1990, 5.575, 21.49922, 98.79450
5.471, -79.0500, -82.612, 34.1990, 5.570, 21.51075, 98.73482
5.471, -79.0503, -82.619, 34.1995, 5.570, 21.53305, 98.61924
5.472, -79.0507, -82.625, 34.1997, 5.570, 21.55414, 98.51001
5.472, -79.0507, -82.626, 34.1996, 5.570, 21.55478, 98.50671
5.472, -79.0510, -82.633, 34.1983, 5.570, 21.57909, 98.38071
5.472, -79.0512, -82.636, 34.1978, 5.570, 21.58868, 98.33104
5.473, -79.0515, -82.644, 34.1959, 5.568, 21.61617, 98.18861
5.473, -79.0518, -82.652, 34.1936, 5.570, 21.64496, 98.03945
5.474, -79.0522, -82.665, 34.1869, 5.570, 21.68654, 97.82409
5.474, -79.0522, -82.665, 34.1866, 5.563, 21.68847, 97.81408
5.474, -79.0524, -82.672, 34.1833, 5.558, 21.71024, 97.70133
5.474, -79.0525, -82.678, 34.1816, 5.563, 21.73140, 97.59170
5.474, -79.0525, -82.680, 34.1822, 5.558, 21.73847, 97.55507
5.475, -79.0526, -82.684, 34.1836, 5.563, 21.75647, 97.46185
5.475, -79.0526, -82.693, 34.1861, 5.565, 21.78731, 97.30208
5.476, -79.0527, -82.702, 34.1889, 5.570, 21.82078, 97.12873
5.476, -79.0527, -82.707, 34.1907, 5.570, 21.84012, 97.02860
5.476, -79.0527, -82.714, 34.1918, 5.570, 21.86712, 96.88877
5.477, -79.0527, -82.720, 34.1912, 5.570, 21.88896, 96.77567
5.477, -79.0527, -82.721, 34.1911, 5.570, 21.89215, 96.75914
5.478, -79.0526, -82.736, 34.1899, 5.565, 21.94414, 96.49002
5.478, -79.0526, -82.746, 34.1910, 5.560, 21.97875, 96.31089
5.478, -79.0526, -82.747, 34.1911, 5.560, 21.98066, 96.30096
5.479, -79.0525, -82.753, 34.1937, 5.558, 21.99987, 96.20154
5.479, -79.0524, -82.760, 34.1969, 5.563, 22.02292, 96.08224
5.479, -79.0523, -82.762, 34.1988, 5.560, 22.02987, 96.04627
5.479, -79.0522, -82.768, 34.2018, 5.565, 22.04436, 95.97125
5.480, -79.0520, -82.775, 34.1992, 5.568, 22.06685, 95.85489
5.480, -79.0518, -82.781, 34.1967, 5.568, 22.08934, 95.73850
5.480, -79.0516, -82.787, 34.1942, 5.570, 22.11186, 95.62201
5.481, -79.0514, -82.793, 34.1920, 5.570, 22.13112, 95.52234
5.481, -79.0514, -82.793, 34.1918, 5.568, 22.13306, 95.51231
5.481, -79.0512, -82.800, 34.1891, 5.568, 22.15751, 95.38584
5.481, -79.0510, -82.806, 34.1915, 5.568, 22.18004, 95.26929
5.481, -79.0509, -82.808, 34.1920, 5.565, 22.18387, 95.24945
5.482, -79.0506, -82.819, 34.1966, 5.563, 22.22312, 95.04647
5.483, -79.0503, -82.832, 34.2021, 5.563, 22.26817, 94.81350
5.483, -79.0502, -82.837, 34.2044, 5.563, 22.28620, 94.72022
5.483, -79.0501, -82.838, 34.2048, 5.560, 22.29004, 94.70037
5.484, -79.0497, -82.856, 34.1999, 5.565, 22.35392, 94.37007
5.484, -79.0496, -82.863, 34.1962, 5.570, 22.38035, 94.23342
5.485, -79.0495, -82.869, 34.1946, 5.573, 22.40299, 94.11636
5.485, -79.0494, -82.875, 34.1935, 5.573, 22.42499, 94.00260
5.485, -79.0493, -82.881, 34.1947, 5.575, 22.44761, 93.88570
5.486, -79.0493, -82.883, 34.1951, 5.570, 22.45603, 93.84216
5.486, -79.0491, -82.893, 34.1971, 5.560, 22.49290, 93.65155
5.487, -79.0490, -82.907, 34.1996, 5.551, 22.54274, 93.39383
5.487, -79.0489, -82.909, 34.2001, 5.551, 22.55244, 93.34367
5.488, -79.0487, -82.918, 34.1979, 5.548, 22.58272, 93.18713
5.488, -79.0486, -82.923, 34.1964, 5.548, 22.59885, 93.10372
5.488, -79.0486, -82.925, 34.1957, 5.553, 22.60530, 93.07039
5.488, -79.0484, -82.931, 34.1936, 5.556, 22.62721, 92.95710
5.489, -79.0483, -82.937, 34.1916, 5.556, 22.64783, 92.85049
5.489, -79.0482, -82.938, 34.1915, 5.558, 22.64979, 92.84037
5.489, -79.0481, -82.944, 34.1894, 5.558, 22.67105, 92.73042
5.489, -79.0480, -82.948, 34.1880, 5.558, 22.68525, 92.65703
5.490, -79.0477, -82.964, 34.1864, 5.538, 22.73933, 92.37734
5.490, -79.0476, -82.968, 34.1896, 5.538, 22.75221, 92.31076
5.490, -79.0476, -82.971, 34.1919, 5.531, 22.76187, 92.26076
5.491, -79.0475, -82.978, 34.1973, 5.521, 22.78511, 92.14055
5.491, -79.0475, -82.979, 34.1983, 5.521, 22.78962, 92.11727
5.491, -79.0475, -82.984, 34.2022, 5.516, 22.80573, 92.03388
5.492, -79.0474, -83.000, 34.2175, 5.512, 22.86063, 91.74985
5.492, -79.0473, -83.009, 34.2196, 5.514, 22.89502, 91.57187
5.492, -79.0473, -83.009, 34.2197, 5.514, 22.89697, 91.56179
5.493, -79.0472, -83.015, 34.2169, 5.512, 22.91898, 91.44792
5.493, -79.0471, -83.022, 34.2132, 5.512, 22.94161, 91.33080
5.493, -79.0470, -83.023, 34.2130, 5.512, 22.94744, 91.30068
5.493, -79.0469, -83.028, 34.2140, 5.504, 22.96363, 91.21685
5.494, -79.0466, -83.038, 34.2161, 5.499, 22.99987, 91.02931
5.494, -79.0466, -83.040, 34.2165, 5.492, 23.00830, 90.98570
5.495, -79.0462, -83.052, 34.2292, 5.485, 23.05228, 90.75805
5.495, -79.0462, -83.053, 34.2294, 5.485, 23.05294, 90.75462
5.495, -79.0459, -83.060, 34.2409, 5.482, 23.07751, 90.62747
5.496, -79.0456, -83.066, 34.2486, 5.482, 23.09943, 90.51403
5.496, -79.0453, -83.073, 34.2560, 5.485, 23.12069, 90.40401
5.496, -79.0449, -83.083, 34.2675, 5.485, 23.15357, 90.23377
5.497, -79.0447, -83.086, 34.2695, 5.485, 23.16520, 90.17361
5.497, -79.0444, -83.093, 34.2698, 5.482, 23.18711, 90.06019
5.497, -79.0441, -83.100, 34.2699, 5.482, 23.21100, 89.93645
5.498, -79.0438, -83.107, 34.2697, 5.482, 23.23617, 89.80611
5.498, -79.0436, -83.113, 34.2720, 5.480, 23.25558, 89.70556
5.499, -79.0430, -83.128, 34.2870, 5.468, 23.30794, 89.43426
5.499, -79.0428, -83.132, 34.2924, 5.465, 23.32220, 89.36037
5.499, -79.0425, -83.138, 34.3000, 5.468, 23.34480, 89.24329
5.500, -79.0422, -83.144, 34.3051, 5.468, 23.36224, 89.15292
5.500, -79.0421, -83.145, 34.3068, 5.470, 23.36738, 89.12633
5.500, -79.0416, -83.152, 34.3100, 5.475, 23.39130, 89.00241
5.500, -79.0412, -83.158, 34.3113, 5.477, 23.41133, 88.89868
5.501, -79.0407, -83.165, 34.3105, 5.482, 23.43391, 88.78169
5.501, -79.0402, -83.172, 34.3088, 5.482, 23.45780, 88.65791
5.501, -79.0400, -83.174, 34.3086, 5.482, 23.46426, 88.62446
5.501, -79.0396, -83.178, 34.3083, 5.482, 23.47977, 88.54419
5.502, -79.0390, -83.186, 34.3078, 5.480, 23.50298, 88.42394
5.502, -79.0384, -83.192, 34.3097, 5.480, 23.51616, 88.35583
5.502, -79.0381, -83.195, 34.3109, 5.477, 23.52497, 88.31021
5.503, -79.0374, -83.203, 34.3148, 5.475, 23.55357, 88.16203
5.504, -79.0363, -83.214, 34.3264, 5.477, 23.61433, 87.84691
5.504, -79.0359, -83.218, 34.3316, 5.482, 23.63809, 87.72360
5.504, -79.0341, -83.237, 34.3367, 5.487, 23.65846, 87.61881
5.505, -79.0337, -83.242, 34.3335, 5.485, 23.68207, 87.49625
5.505, -79.0333, -83.246, 34.3304, 5.485, 23.70373, 87.38382
5.505, -79.0329, -83.250, 34.3275, 5.475, 23.71729, 87.31355
5.505, -79.0328, -83.252, 34.3265, 5.482, 23.72180, 87.29013
5.505, -79.0326, -83.254, 34.3251, 5.485, 23.72893, 87.25317
5.506, -79.0321, -83.260, 34.3213, 5.485, 23.75092, 87.13906
5.506, -79.0316, -83.266, 34.3195, 5.480, 23.77160, 87.03174
5.506, -79.0311, -83.272, 34.3185, 5.477, 23.79230, 86.92430
5.506, -79.0309, -83.275, 34.3204, 5.477, 23.80393, 86.86385
5.507, -79.0306, -83.279, 34.3225, 5.480, 23.81622, 86.80008
5.507, -79.0301, -83.286, 34.3264, 5.480, 23.83883, 86.68264
5.507, -79.0297, -83.291, 34.3294, 5.480, 23.85693, 86.58862
5.507, -79.0295, -83.292, 34.3301, 5.485, 23.86078, 86.56868
5.508, -79.0290, -83.299, 34.3333, 5.487, 23.88472, 86.44429
