# mission day, lat, long, alt, (pressure?), horizon alts, azimuth
0.100, -78.6884, 167.276, 36.9521, 3.924, 33.53596, 334.73375
0.100, -78.6885, 167.273, 36.9382, 3.897, 33.53449, 334.71572
0.101, -78.6885, 167.260, 36.8653, 3.951, 33.52687, 334.61621
0.101, -78.6886, 167.248, 36.8063, 3.961, 33.51677, 334.48600
0.101, -78.6886, 167.245, 36.8044, 3.951, 33.51187, 334.42254
0.101, -78.6886, 167.242, 36.8027, 3.973, 33.50745, 334.36538
0.102, -78.6887, 167.236, 36.7985, 3.966, 33.49647, 334.22509
0.102, -78.6887, 167.231, 36.8107, 3.958, 33.48612, 334.09236
0.102, -78.6887, 167.227, 36.8350, 3.932, 33.47584, 333.96133
0.102, -78.6887, 167.226, 36.8407, 3.932, 33.47345, 333.93084
0.103, -78.6887, 167.223, 36.8600, 3.900, 33.46527, 333.82716
0.103, -78.6887, 167.213, 36.9020, 3.873, 33.44758, 333.60409
0.103, -78.6887, 167.208, 36.9091, 3.868, 33.44481, 333.56931
0.104, -78.6886, 167.190, 36.9338, 3.893, 33.43541, 333.45052
0.104, -78.6886, 167.179, 36.9174, 3.922, 33.42641, 333.33831
0.104, -78.6886, 167.177, 36.9101, 3.907, 33.42497, 333.32039
0.104, -78.6886, 167.170, 36.8628, 3.949, 33.41512, 333.19829
0.105, -78.6886, 167.162, 36.8348, 3.971, 33.40491, 333.07218
0.105, -78.6886, 167.160, 36.8310, 3.961, 33.40218, 333.03849
0.105, -78.6886, 167.154, 36.8202, 3.983, 33.39433, 332.94213
0.105, -78.6886, 167.146, 36.8399, 3.985, 33.38306, 332.80425
0.106, -78.6886, 167.139, 36.8660, 3.976, 33.37415, 332.69562
0.106, -78.6885, 167.131, 36.9214, 3.954, 33.36293, 332.55852
0.106, -78.6885, 167.129, 36.9380, 3.966, 33.35996, 332.52249
0.106, -78.6885, 167.124, 36.9799, 3.924, 33.35241, 332.43143
0.107, -78.6885, 167.116, 36.9975, 3.895, 33.34160, 332.30149
0.107, -78.6885, 167.111, 37.0037, 3.910, 33.33508, 332.22346
0.107, -78.6884, 167.107, 37.0078, 3.878, 33.33086, 332.17188
0.107, -78.6884, 167.100, 36.9608, 3.875, 33.32056, 332.04915
0.108, -78.6884, 167.097, 36.9355, 3.875, 33.31553, 331.98943
0.108, -78.6884, 167.092, 36.9030, 3.890, 33.30898, 331.91181
0.108, -78.6885, 167.081, 36.8581, 3.912, 33.29158, 331.70773
0.109, -78.6886, 167.078, 36.8461, 3.934, 33.28684, 331.65317
0.109, -78.6886, 167.071, 36.8206, 3.944, 33.27698, 331.53763
0.109, -78.6887, 167.064, 36.8017, 3.946, 33.26533, 331.40285
0.110, -78.6889, 167.056, 36.8317, 3.951, 33.25405, 331.27396
0.110, -78.6891, 167.049, 36.8680, 3.946, 33.24282, 331.14634
0.110, -78.6891, 167.046, 36.8860, 3.946, 33.23918, 331.10438
0.111, -78.6897, 167.028, 36.9942, 3.905, 33.21076, 330.78486
0.111, -78.6900, 167.020, 37.0086, 3.888, 33.19814, 330.64429
0.112, -78.6906, 167.003, 36.9365, 3.888, 33.17352, 330.37221
0.112, -78.6909, 166.995, 36.8921, 3.897, 33.16270, 330.25374
0.113, -78.6914, 166.986, 36.8920, 3.907, 33.14533, 330.06457
0.113, -78.6918, 166.977, 36.8918, 3.929, 33.12950, 329.89267
0.114, -78.6922, 166.971, 36.8916, 3.929, 33.11743, 329.76309
0.114, -78.6922, 166.970, 36.8916, 3.927, 33.11610, 329.74850
0.114, -78.6932, 166.955, 36.9308, 3.912, 33.09029, 329.47469
0.114, -78.6933, 166.955, 36.9332, 3.922, 33.08909, 329.46256
0.115, -78.6937, 166.948, 36.9568, 3.902, 33.07820, 329.34751
0.115, -78.6941, 166.942, 36.9765, 3.902, 33.06901, 329.25137
0.115, -78.6942, 166.941, 36.9812, 3.895, 33.06678, 329.22818
0.115, -78.6948, 166.932, 36.9849, 3.895, 33.05349, 329.08991
0.116, -78.6954, 166.924, 36.9680, 3.897, 33.04099, 328.96076
0.116, -78.6955, 166.924, 36.9669, 3.895, 33.04010, 328.95218
0.116, -78.6960, 166.917, 36.9518, 3.902, 33.02897, 328.83724
0.117, -78.6966, 166.909, 36.9348, 3.912, 33.01635, 328.70774
0.117, -78.6971, 166.901, 36.9229, 3.915, 33.00391, 328.57983
0.117, -78.6977, 166.894, 36.9133, 3.917, 32.99114, 328.44970
0.117, -78.6979, 166.890, 36.9124, 3.917, 32.98580, 328.39495
0.118, -78.6983, 166.886, 36.9183, 3.915, 32.97876, 328.32422
0.118, -78.6988, 166.879, 36.9289, 3.905, 32.96628, 328.19726
0.118, -78.6993, 166.872, 36.9459, 3.897, 32.95321, 328.06442
0.118, -78.6995, 166.869, 36.9536, 3.905, 32.94748, 328.00626
0.119, -78.6997, 166.866, 36.9624, 3.895, 32.94092, 327.93951
0.119, -78.7006, 166.853, 36.9754, 3.893, 32.91750, 327.70376
0.119, -78.7006, 166.852, 36.9761, 3.895, 32.91561, 327.68412
0.120, -78.7011, 166.845, 36.9706, 3.900, 32.90330, 327.56117
0.120, -78.7013, 166.842, 36.9662, 3.900, 32.89807, 327.50894
0.120, -78.7016, 166.837, 36.9592, 3.907, 32.88969, 327.42525
0.120, -78.7021, 166.830, 36.9493, 3.912, 32.87699, 327.29922
0.121, -78.7024, 166.824, 36.9424, 3.912, 32.86810, 327.21081
0.121, -78.7025, 166.822, 36.9394, 3.915, 32.86410, 327.17076
0.121, -78.7030, 166.814, 36.9415, 3.915, 32.85051, 327.03651
0.121, -78.7035, 166.807, 36.9454, 3.912, 32.83780, 326.91173
0.122, -78.7039, 166.800, 36.9540, 3.907, 32.82572, 326.79281
0.122, -78.7043, 166.792, 36.9635, 3.902, 32.81262, 326.66404
0.122, -78.7048, 166.784, 36.9731, 3.905, 32.79905, 326.53184
0.123, -78.7052, 166.776, 36.9807, 3.902, 32.78625, 326.40704
0.123, -78.7057, 166.769, 36.9726, 3.907, 32.77354, 326.28434
0.123, -78.7058, 166.767, 36.9703, 3.905, 32.76999, 326.24981
0.123, -78.7061, 166.760, 36.9625, 3.910, 32.76007, 326.15364
0.124, -78.7067, 166.751, 36.9472, 3.919, 32.74659, 326.02498
0.124, -78.7069, 166.747, 36.9436, 3.915, 32.73909, 325.95247
0.125, -78.7074, 166.739, 36.9426, 3.919, 32.72036, 325.77202
0.125, -78.7075, 166.737, 36.9424, 3.922, 32.71668, 325.73675
0.125, -78.7078, 166.733, 36.9448, 3.919, 32.70706, 325.64481
0.125, -78.7083, 166.725, 36.9525, 3.912, 32.69314, 325.51280
0.125, -78.7085, 166.722, 36.9558, 3.915, 32.68716, 325.45606
0.126, -78.7087, 166.718, 36.9588, 3.905, 32.67988, 325.38672
0.126, -78.7092, 166.711, 36.9634, 3.895, 32.66729, 325.26853
0.126, -78.7097, 166.703, 36.9648, 3.895, 32.65365, 325.14050
0.126, -78.7098, 166.702, 36.9643, 3.895, 32.65207, 325.12602
0.127, -78.7103, 166.695, 36.9607, 3.897, 32.64017, 325.01526
0.127, -78.7111, 166.684, 36.9500, 3.897, 32.62163, 324.84350
0.127, -78.7116, 166.678, 36.9427, 3.919, 32.61174, 324.75274
0.128, -78.7127, 166.665, 36.9303, 3.924, 32.58923, 324.54668
0.128, -78.7129, 166.662, 36.9280, 3.932, 32.58475, 324.50559
0.128, -78.7136, 166.654, 36.9288, 3.932, 32.57103, 324.38093
0.129, -78.7143, 166.647, 36.9337, 3.932, 32.55864, 324.26921
0.129, -78.7144, 166.646, 36.9344, 3.924, 32.55683, 324.25282
0.129, -78.7155, 166.633, 36.9554, 3.912, 32.53539, 324.05939
0.129, -78.7159, 166.629, 36.9632, 3.897, 32.52853, 323.99808
0.130, -78.7165, 166.620, 36.9720, 3.888, 32.51448, 323.87104
0.130, -78.7171, 166.613, 36.9765, 3.885, 32.50253, 323.76405
0.130, -78.7172, 166.612, 36.9773, 3.885, 32.50057, 323.74651
0.130, -78.7177, 166.603, 36.9661, 3.897, 32.48723, 323.62611
0.131, -78.7184, 166.593, 36.9453, 3.910, 32.47038, 323.47500
0.131, -78.7184, 166.593, 36.9444, 3.900, 32.46966, 323.46839
0.131, -78.7188, 166.586, 36.9310, 3.927, 32.45882, 323.37110
0.131, -78.7194, 166.577, 36.9134, 3.941, 32.44462, 323.24460
0.132, -78.7196, 166.574, 36.9124, 3.934, 32.43887, 323.19310
0.132, -78.7199, 166.570, 36.9128, 3.951, 32.43132, 323.12600
0.132, -78.7204, 166.561, 36.9137, 3.949, 32.41657, 322.99445
0.133, -78.7209, 166.553, 36.9342, 3.946, 32.40196, 322.86457
0.133, -78.7214, 166.545, 36.9570, 3.934, 32.38752, 322.73668
0.133, -78.7219, 166.537, 36.9767, 3.934, 32.37462, 322.62317
0.133, -78.7219, 166.536, 36.9779, 3.922, 32.37393, 322.61685
0.134, -78.7224, 166.528, 36.9988, 3.910, 32.36023, 322.49637
0.134, -78.7229, 166.518, 36.9887, 3.907, 32.34514, 322.36373
0.134, -78.7231, 166.516, 36.9856, 3.910, 32.34117, 322.32947
0.134, -78.7234, 166.510, 36.9764, 3.907, 32.33136, 322.24330
0.135, -78.7238, 166.502, 36.9442, 3.907, 32.31728, 322.11973
0.135, -78.7238, 166.501, 36.9424, 3.912, 32.31653, 322.11306
0.135, -78.7242, 166.493, 36.9128, 3.922, 32.30311, 321.99574
0.135, -78.7247, 166.484, 36.8880, 3.924, 32.28774, 321.86212
0.135, -78.7248, 166.482, 36.8810, 3.924, 32.28338, 321.82398
0.136, -78.7251, 166.477, 36.8762, 3.929, 32.27255, 321.72980
0.136, -78.7255, 166.470, 36.8790, 3.929, 32.25802, 321.60375
0.136, -78.7257, 166.466, 36.8807, 3.929, 32.24908, 321.52594
0.136, -78.7259, 166.464, 36.8872, 3.922, 32.24355, 321.47856
0.137, -78.7263, 166.457, 36.9075, 3.917, 32.22864, 321.34983
0.137, -78.7264, 166.455, 36.9132, 3.917, 32.22441, 321.31327
0.137, -78.7267, 166.450, 36.9268, 3.907, 32.21413, 321.22500
0.138, -78.7274, 166.440, 36.9551, 3.907, 32.19180, 321.03422
0.138, -78.7282, 166.428, 36.9539, 3.917, 32.16892, 320.84024
0.138, -78.7286, 166.421, 36.9444, 3.917, 32.15484, 320.72058
0.138, -78.7287, 166.421, 36.9431, 3.927, 32.15356, 320.71014
0.139, -78.7291, 166.415, 36.9297, 3.934, 32.14119, 320.60566
0.139, -78.7297, 166.407, 36.9178, 3.941, 32.12517, 320.47133
0.139, -78.7298, 166.404, 36.9157, 3.934, 32.11955, 320.42352
0.139, -78.7302, 166.400, 36.9122, 3.937, 32.10987, 320.34284
0.140, -78.7307, 166.392, 36.9160, 3.934, 32.09466, 320.21547
0.140, -78.7307, 166.392, 36.9164, 3.937, 32.09421, 320.21162
0.140, -78.7311, 166.385, 36.9287, 3.932, 32.08022, 320.09438
0.140, -78.7316, 166.378, 36.9405, 3.927, 32.06439, 319.96251
0.141, -78.7320, 166.370, 36.9504, 3.924, 32.04874, 319.83172
0.141, -78.7321, 166.370, 36.9507, 3.924, 32.04816, 319.82749
0.141, -78.7325, 166.363, 36.9497, 3.922, 32.03365, 319.70687
0.142, -78.7329, 166.357, 36.9434, 3.924, 32.01926, 319.58750
0.142, -78.7331, 166.353, 36.9399, 3.919, 32.01240, 319.53081
0.142, -78.7333, 166.349, 36.9314, 3.924, 32.00357, 319.45754
0.142, -78.7337, 166.343, 36.9175, 3.924, 31.98920, 319.33899
0.143, -78.7341, 166.336, 36.9085, 3.927, 31.97644, 319.23430
0.143, -78.7342, 166.335, 36.9069, 3.924, 31.97286, 319.20490
0.143, -78.7346, 166.328, 36.9002, 3.922, 31.95813, 319.08401
0.143, -78.7348, 166.324, 36.8986, 3.924, 31.95070, 319.02314
0.143, -78.7349, 166.322, 36.9002, 3.919, 31.94243, 318.95470
0.144, -78.7351, 166.318, 36.9034, 3.915, 31.92560, 318.81550
0.144, -78.7353, 166.313, 36.9064, 3.912, 31.91009, 318.68783
0.144, -78.7354, 166.312, 36.9078, 3.915, 31.90299, 318.62955
0.144, -78.7355, 166.309, 36.9094, 3.912, 31.89465, 318.56106
0.145, -78.7358, 166.305, 36.9124, 3.915, 31.87854, 318.42970
0.145, -78.7358, 166.305, 36.9127, 3.912, 31.87700, 318.41700
0.145, -78.7367, 166.288, 36.9189, 3.917, 31.86452, 318.31990
0.145, -78.7377, 166.271, 36.9207, 3.917, 31.84425, 318.15966
0.146, -78.7384, 166.261, 36.9194, 3.924, 31.82126, 317.97566
0.146, -78.7385, 166.260, 36.9194, 3.927, 31.81784, 317.94826
0.146, -78.7389, 166.254, 36.9194, 3.924, 31.80564, 317.85121
0.147, -78.7394, 166.246, 36.9243, 3.922, 31.78842, 317.71401
0.147, -78.7397, 166.242, 36.9275, 3.924, 31.78063, 317.65256
0.147, -78.7400, 166.236, 36.9320, 3.919, 31.77001, 317.56822
0.147, -78.7405, 166.230, 36.9389, 3.917, 31.75505, 317.45012
0.148, -78.7408, 166.224, 36.9443, 3.917, 31.74344, 317.35813
0.148, -78.7409, 166.222, 36.9455, 3.919, 31.73773, 317.31258
0.148, -78.7414, 166.214, 36.9422, 3.919, 31.72253, 317.19319
0.148, -78.7417, 166.207, 36.9391, 3.919, 31.70847, 317.08192
0.148, -78.7418, 166.206, 36.9386, 3.924, 31.70647, 317.06651
0.149, -78.7422, 166.199, 36.9353, 3.927, 31.69115, 316.94605
0.149, -78.7426, 166.191, 36.9313, 3.927, 31.67501, 316.81942
0.149, -78.7427, 166.189, 36.9299, 3.927, 31.67093, 316.78737
0.150, -78.7430, 166.183, 36.9259, 3.929, 31.65933, 316.69664
0.150, -78.7434, 166.175, 36.9229, 3.927, 31.64254, 316.56542
0.150, -78.7437, 166.171, 36.9239, 3.927, 31.63319, 316.49296
0.150, -78.7438, 166.168, 36.9247, 3.924, 31.62616, 316.43780
0.151, -78.7442, 166.160, 36.9280, 3.924, 31.61081, 316.31855
0.151, -78.7443, 166.158, 36.9296, 3.924, 31.60639, 316.28423
0.151, -78.7446, 166.152, 36.9336, 3.922, 31.59498, 316.19588
0.151, -78.7450, 166.144, 36.9364, 3.922, 31.57864, 316.06941
0.151, -78.7453, 166.139, 36.9359, 3.922, 31.56846, 315.99116
0.152, -78.7454, 166.136, 36.9356, 3.924, 31.56269, 315.94641
0.152, -78.7459, 166.128, 36.9318, 3.929, 31.54669, 315.82388
0.152, -78.7463, 166.120, 36.9253, 3.927, 31.53039, 315.69864
0.153, -78.7468, 166.112, 36.9209, 3.939, 31.51324, 315.56769
0.153, -78.7470, 166.108, 36.9195, 3.939, 31.50543, 315.50799
0.153, -78.7473, 166.104, 36.9180, 3.941, 31.49709, 315.44486
0.153, -78.7477, 166.097, 36.9182, 3.944, 31.48090, 315.32131
0.154, -78.7481, 166.089, 36.9197, 3.946, 31.46475, 315.19850
0.154, -78.7484, 166.085, 36.9208, 3.944, 31.45598, 315.13233
0.154, -78.7487, 166.081, 36.9223, 3.946, 31.44709, 315.06542
0.154, -78.7492, 166.073, 36.9252, 3.951, 31.43026, 314.93849
0.154, -78.7492, 166.072, 36.9254, 3.949, 31.42871, 314.92653
0.155, -78.7497, 166.065, 36.9230, 3.949, 31.41399, 314.81618
0.155, -78.7502, 166.058, 36.9193, 3.944, 31.39810, 314.69703
0.155, -78.7505, 166.054, 36.9174, 3.944, 31.38986, 314.63553
0.155, -78.7508, 166.049, 36.9152, 3.941, 31.38074, 314.56745
0.156, -78.7513, 166.042, 36.9117, 3.944, 31.36573, 314.45563
0.156, -78.7519, 166.033, 36.9030, 3.949, 31.34891, 314.33072
0.156, -78.7519, 166.033, 36.9029, 3.944, 31.34866, 314.32880
0.156, -78.7525, 166.024, 36.8915, 3.946, 31.33064, 314.19509
0.157, -78.7530, 166.016, 36.8844, 3.949, 31.31463, 314.07639
0.157, -78.7536, 166.007, 36.8773, 3.951, 31.29725, 313.94812
0.157, -78.7540, 166.000, 36.8762, 3.951, 31.28389, 313.84938
0.158, -78.7546, 165.990, 36.8758, 3.949, 31.26471, 313.70808
0.158, -78.7551, 165.981, 36.8780, 3.949, 31.24826, 313.58710
0.158, -78.7551, 165.981, 36.8782, 3.949, 31.24704, 313.57792
0.159, -78.7556, 165.972, 36.8808, 3.944, 31.23173, 313.46577
0.159, -78.7561, 165.963, 36.8823, 3.941, 31.21471, 313.34102
0.159, -78.7565, 165.954, 36.8835, 3.941, 31.19778, 313.21663
0.159, -78.7566, 165.953, 36.8836, 3.941, 31.19627, 313.20589
0.160, -78.7569, 165.944, 36.8810, 3.941, 31.18136, 313.09642
0.160, -78.7572, 165.938, 36.8789, 3.941, 31.17094, 313.02041
0.160, -78.7574, 165.934, 36.8775, 3.937, 31.16388, 312.96899
0.160, -78.7577, 165.925, 36.8753, 3.937, 31.14789, 312.85192
0.161, -78.7580, 165.915, 36.8731, 3.937, 31.13053, 312.72486
0.161, -78.7581, 165.911, 36.8721, 3.937, 31.12273, 312.66770
0.161, -78.7583, 165.906, 36.8710, 3.934, 31.11391, 312.60363
0.161, -78.7586, 165.897, 36.8694, 3.929, 31.09732, 312.48282
0.161, -78.7586, 165.894, 36.8707, 3.932, 31.09232, 312.44594
0.162, -78.7588, 165.887, 36.8738, 3.924, 31.08039, 312.35922
0.162, -78.7590, 165.877, 36.8781, 3.919, 31.06390, 312.23909
0.162, -78.7591, 165.872, 36.8807, 3.924, 31.05514, 312.17541
0.163, -78.7596, 165.851, 36.8896, 3.919, 31.01814, 311.90742
0.163, -78.7596, 165.850, 36.8898, 3.915, 31.01703, 311.89933
0.163, -78.7599, 165.839, 36.8929, 3.915, 30.99824, 311.76401
0.164, -78.7601, 165.829, 36.8948, 3.915, 30.97966, 311.62992
0.164, -78.7601, 165.829, 36.8949, 3.915, 30.97866, 311.62268
0.167, -78.7611, 165.734, 36.9447, 3.917, 30.80934, 310.41092
0.168, -78.7611, 165.724, 36.9457, 3.922, 30.79211, 310.28847
0.169, -78.7611, 165.687, 36.9497, 3.929, 30.72304, 309.79998
0.169, -78.7611, 165.679, 36.9506, 3.932, 30.70773, 309.69228
0.169, -78.7611, 165.677, 36.9507, 3.929, 30.70560, 309.67731
0.170, -78.7611, 165.663, 36.9522, 3.932, 30.67905, 309.49095
0.170, -78.7611, 165.659, 36.9527, 3.932, 30.67071, 309.43257
0.170, -78.7610, 165.649, 36.9486, 3.934, 30.65222, 309.30271
0.171, -78.7609, 165.641, 36.9440, 3.934, 30.63822, 309.20452
0.171, -78.7609, 165.639, 36.9428, 3.932, 30.63466, 309.17971
0.171, -78.7607, 165.629, 36.9369, 3.934, 30.61714, 309.05669
0.171, -78.7606, 165.620, 36.9317, 3.934, 30.60145, 308.94711
0.171, -78.7605, 165.618, 36.9304, 3.932, 30.59766, 308.92036
0.172, -78.7604, 165.610, 36.9257, 3.937, 30.58337, 308.82075
0.172, -78.7602, 165.601, 36.9208, 3.934, 30.56660, 308.70357
0.172, -78.7602, 165.597, 36.9188, 3.934, 30.55931, 308.65324
0.173, -78.7599, 165.576, 36.9134, 3.941, 30.52082, 308.38624
0.174, -78.7597, 165.551, 36.9126, 3.946, 30.47981, 308.10358
0.174, -78.7595, 165.534, 36.9126, 3.946, 30.45087, 307.90457
0.175, -78.7594, 165.510, 36.9130, 3.944, 30.40931, 307.62076
0.176, -78.7592, 165.494, 36.9095, 3.944, 30.37963, 307.41824
0.177, -78.7585, 165.450, 36.8904, 3.963, 30.29851, 306.86729
0.178, -78.7581, 165.426, 36.8914, 3.973, 30.25661, 306.58430
0.179, -78.7575, 165.403, 36.8916, 3.961, 30.21751, 306.32030
0.179, -78.7571, 165.388, 36.8893, 3.946, 30.19016, 306.13635
0.180, -78.7565, 165.365, 36.8802, 3.954, 30.15060, 305.87106
0.181, -78.7558, 165.342, 36.8646, 3.966, 30.10844, 305.58928
0.182, -78.7550, 165.313, 36.8595, 3.958, 30.05253, 305.21793
0.182, -78.7549, 165.303, 36.8686, 3.949, 30.03398, 305.09586
0.183, -78.7547, 165.293, 36.8781, 3.941, 30.01443, 304.96702
0.183, -78.7545, 165.283, 36.8875, 3.937, 29.99467, 304.83708
0.183, -78.7543, 165.276, 36.8852, 3.937, 29.98259, 304.75744
0.184, -78.7543, 165.273, 36.8843, 3.937, 29.97731, 304.72299
0.184, -78.7541, 165.263, 36.8807, 3.941, 29.95922, 304.60439
0.184, -78.7539, 165.254, 36.8722, 3.944, 29.94049, 304.48175
0.184, -78.7538, 165.253, 36.8717, 3.941, 29.93943, 304.47448
0.185, -78.7536, 165.244, 36.8640, 3.951, 29.92241, 304.36317
0.185, -78.7533, 165.230, 36.8521, 3.951, 29.89612, 304.19168
0.186, -78.7528, 165.215, 36.8674, 3.949, 29.86976, 304.01932
0.186, -78.7527, 165.214, 36.8687, 3.954, 29.86841, 304.01019
0.186, -78.7524, 165.202, 36.8859, 3.941, 29.84985, 303.88927
0.186, -78.7520, 165.190, 36.9037, 3.932, 29.83055, 303.76348
0.186, -78.7519, 165.187, 36.9087, 3.937, 29.82514, 303.72827
0.187, -78.7517, 165.181, 36.9165, 3.929, 29.81162, 303.64062
0.187, -78.7515, 165.177, 36.9185, 3.932, 29.79402, 303.52691
0.188, -78.7512, 165.165, 36.9108, 3.932, 29.76473, 303.33824
0.188, -78.7509, 165.152, 36.8959, 3.956, 29.73936, 303.17505
0.188, -78.7506, 165.143, 36.8850, 3.966, 29.72059, 303.05421
0.189, -78.7503, 165.132, 36.8785, 3.976, 29.69977, 302.92050
0.189, -78.7500, 165.122, 36.8795, 3.978, 29.68081, 302.79887
0.189, -78.7499, 165.121, 36.8795, 3.976, 29.67978, 302.79201
0.189, -78.7496, 165.111, 36.8893, 3.980, 29.66044, 302.66817
0.190, -78.7494, 165.104, 36.8986, 3.978, 29.64845, 302.59148
0.190, -78.7489, 165.090, 36.9093, 3.971, 29.62343, 302.43135
0.191, -78.7485, 165.080, 36.9121, 3.973, 29.60412, 302.30792
0.191, -78.7483, 165.074, 36.9134, 3.971, 29.59477, 302.24822
0.191, -78.7482, 165.070, 36.9146, 3.973, 29.58675, 302.19732
0.191, -78.7477, 165.057, 36.9142, 3.980, 29.56323, 302.04747
0.192, -78.7474, 165.050, 36.8982, 3.988, 29.54913, 301.95772
0.192, -78.7470, 165.039, 36.8758, 3.998, 29.52963, 301.83398
0.192, -78.7468, 165.034, 36.8647, 3.998, 29.51881, 301.76541
0.192, -78.7465, 165.029, 36.8556, 4.007, 29.51000, 301.70915
0.193, -78.7461, 165.020, 36.8381, 4.017, 29.49126, 301.59047
0.193, -78.7457, 165.010, 36.8339, 4.020, 29.47206, 301.46914
0.193, -78.7452, 164.997, 36.8321, 4.022, 29.45452, 301.35797
0.194, -78.7448, 164.986, 36.8372, 4.022, 29.43544, 301.23773
0.194, -78.7445, 164.980, 36.8406, 4.022, 29.42013, 301.14148
0.194, -78.7445, 164.979, 36.8411, 4.020, 29.41783, 301.12722
0.194, -78.7442, 164.970, 36.8429, 4.017, 29.39777, 301.00163
0.194, -78.7441, 164.965, 36.8401, 4.017, 29.38794, 300.94032
0.195, -78.7439, 164.959, 36.8369, 4.017, 29.37705, 300.87216
0.195, -78.7436, 164.949, 36.8272, 4.020, 29.35867, 300.75738
0.195, -78.7434, 164.940, 36.8124, 4.020, 29.34313, 300.66067
0.195, -78.7433, 164.939, 36.8097, 4.027, 29.34027, 300.64261
0.196, -78.7430, 164.929, 36.7916, 4.037, 29.32093, 300.52229
0.196, -78.7427, 164.918, 36.7718, 4.042, 29.29937, 300.38847
0.196, -78.7427, 164.917, 36.7704, 4.032, 29.29791, 300.37945
0.196, -78.7424, 164.909, 36.7600, 4.054, 29.28255, 300.28394
0.197, -78.7422, 164.903, 36.7535, 4.042, 29.26861, 300.19763
0.197, -78.7420, 164.899, 36.7505, 4.046, 29.26246, 300.15917
0.197, -78.7417, 164.890, 36.7474, 4.039, 29.24334, 300.04089
0.197, -78.7414, 164.881, 36.7481, 4.039, 29.22347, 299.91820
0.197, -78.7414, 164.881, 36.7481, 4.037, 29.22347, 299.91820
0.198, -78.7411, 164.872, 36.7504, 4.032, 29.20485, 299.80331
0.198, -78.7408, 164.863, 36.7536, 4.024, 29.18578, 299.68586
0.198, -78.7407, 164.858, 36.7541, 4.027, 29.17508, 299.62026
0.199, -78.7405, 164.853, 36.7518, 4.024, 29.16552, 299.56131
0.199, -78.7403, 164.842, 36.7465, 4.027, 29.14418, 299.43077
0.199, -78.7401, 164.834, 36.7366, 4.029, 29.12746, 299.32842
0.200, -78.7399, 164.823, 36.7207, 4.037, 29.10522, 299.19272
0.200, -78.7397, 164.814, 36.7130, 4.039, 29.08622, 299.07696
0.200, -78.7395, 164.806, 36.7069, 4.039, 29.06790, 298.96538
0.200, -78.7394, 164.802, 36.7055, 4.042, 29.05953, 298.91443
0.201, -78.7391, 164.789, 36.7055, 4.037, 29.02884, 298.72810
0.201, -78.7390, 164.783, 36.7055, 4.034, 29.01302, 298.63243
0.201, -78.7389, 164.781, 36.7055, 4.034, 29.00749, 298.59877
0.202, -78.7387, 164.773, 36.7055, 4.032, 28.98661, 298.47244
0.202, -78.7385, 164.765, 36.7201, 4.029, 28.96904, 298.36619
0.202, -78.7385, 164.765, 36.7209, 4.032, 28.96805, 298.36026
0.202, -78.7382, 164.755, 36.7394, 4.034, 28.94460, 298.21854
0.203, -78.7381, 164.749, 36.7353, 4.037, 28.93020, 298.13188
0.203, -78.7380, 164.746, 36.7331, 4.034, 28.92264, 298.08628
0.203, -78.7378, 164.741, 36.7294, 4.037, 28.90989, 298.00932
0.203, -78.7376, 164.732, 36.7244, 4.039, 28.88974, 297.88824
0.203, -78.7375, 164.731, 36.7236, 4.039, 28.88661, 297.86919
0.204, -78.7373, 164.723, 36.7192, 4.039, 28.86825, 297.75898
0.204, -78.7370, 164.715, 36.7145, 4.044, 28.84862, 297.64098
0.204, -78.7368, 164.707, 36.7098, 4.044, 28.82891, 297.52304
0.204, -78.7367, 164.706, 36.7092, 4.039, 28.82664, 297.50919
0.205, -78.7361, 164.687, 36.7228, 4.039, 28.79246, 297.30420
0.205, -78.7361, 164.686, 36.7231, 4.042, 28.78938, 297.28595
0.205, -78.7358, 164.680, 36.7254, 4.044, 28.76856, 297.16153
0.206, -78.7356, 164.674, 36.7277, 4.046, 28.74811, 297.03979
0.206, -78.7354, 164.667, 36.7238, 4.044, 28.73044, 296.93469
0.206, -78.7354, 164.666, 36.7230, 4.046, 28.72685, 296.91349
0.206, -78.7351, 164.658, 36.7183, 4.049, 28.70650, 296.79232
0.207, -78.7350, 164.656, 36.7167, 4.049, 28.69955, 296.75101
0.207, -78.7349, 164.651, 36.7136, 4.049, 28.68602, 296.67096
0.207, -78.7347, 164.644, 36.7093, 4.046, 28.66452, 296.54370
0.207, -78.7346, 164.639, 36.7085, 4.046, 28.65185, 296.46887
0.208, -78.7345, 164.637, 36.7082, 4.042, 28.64671, 296.43832
0.208, -78.7344, 164.630, 36.7072, 4.042, 28.62568, 296.31451
0.208, -78.7343, 164.627, 36.7075, 4.042, 28.61730, 296.26500
0.208, -78.7342, 164.623, 36.7079, 4.039, 28.60499, 296.19249
0.209, -78.7341, 164.616, 36.7083, 4.037, 28.58405, 296.06949
0.209, -78.7341, 164.608, 36.7058, 4.034, 28.56441, 295.95458
0.209, -78.7341, 164.606, 36.7050, 4.037, 28.55800, 295.91710
0.209, -78.7340, 164.600, 36.7031, 4.037, 28.54360, 295.83265
0.210, -78.7341, 164.592, 36.6982, 4.032, 28.52205, 295.70714
0.210, -78.7341, 164.588, 36.6952, 4.037, 28.50894, 295.63072
0.210, -78.7342, 164.580, 36.6924, 4.022, 28.48837, 295.51117
